Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0057,460.0,123.04,5.984,142.38,1.25,481.1,9.432,401.4,123.2,229.5,122.9,230.5,
MUREV2025.0057,460.0,122.96,5.98,142.38,1.3,480.8,9.425,401.1,123.2,229.5,122.7,230.5,
MUREV2025.0057,460.0,123.2,5.977,142.318,1.35,481.7,9.425,401.1,123.4,229.5,123.0,230.5,
MUREV2025.0057,459.0,124.4,5.99,142.196,1.4,486.4,9.454,402.3,124.6,229.0,124.2,230.0,
MUREV2025.0057,459.0,126.68,6.03,141.953,1.45,495.3,9.533,405.7,126.8,229.0,126.6,230.0,
MUREV2025.0057,458.0,129.24,6.097,141.712,1.5,505.3,9.655,410.9,129.4,228.5,129.1,229.5,
MUREV2025.0057,457.0,132.0,6.175,141.412,1.55,516.1,9.799,417.0,132.1,228.0,131.9,229.0,
MUREV2025.0057,456.0,134.92,6.278,141.175,1.6,527.5,9.979,424.6,135.0,227.5,134.8,228.5,
MUREV2025.0057,455.5,137.4,6.379,140.917,1.65,537.2,10.159,432.3,137.4,227.5,137.4,228.0,
MUREV2025.0057,454.5,140.32,6.491,140.687,1.7,548.7,10.354,440.6,140.3,227.0,140.3,227.5,
MUREV2025.0057,454.0,142.8,6.601,140.525,1.75,558.3,10.541,448.5,142.8,227.0,142.8,227.0,
MUREV2025.0057,453.0,145.28,6.717,140.41,1.8,568.0,10.735,456.8,145.3,226.5,145.3,226.5,
MUREV2025.0057,453.0,147.72,6.828,140.294,1.85,577.6,10.922,464.8,147.8,226.5,147.7,226.5,
MUREV2025.0057,452.5,150.2,6.944,140.177,1.9,587.3,11.117,473.1,150.4,226.5,150.0,226.0,
MUREV2025.0057,452.0,152.68,7.057,140.101,1.95,597.0,11.304,481.0,152.9,226.5,152.5,225.5,
MUREV2025.0057,452.0,155.6,7.177,139.989,2.0,608.4,11.506,489.6,155.8,226.5,155.4,225.5,
MUREV2025.0057,451.5,158.44,7.302,139.884,2.05,619.5,11.714,498.5,158.6,226.5,158.3,225.0,
MUREV2025.0057,451.5,161.32,7.425,139.745,2.1,630.8,11.923,507.4,161.4,226.5,161.2,225.0,
MUREV2025.0057,450.5,164.12,7.552,139.695,2.15,641.7,12.132,516.3,164.2,226.0,164.1,224.5,
MUREV2025.0057,450.5,166.96,7.681,139.588,2.2,652.8,12.348,525.4,167.3,226.0,166.6,224.5,
MUREV2025.0057,450.0,169.52,7.807,139.529,2.25,662.8,12.557,534.3,169.8,226.0,169.3,224.0,
MUREV2025.0057,450.0,172.16,7.933,139.449,2.3,673.1,12.766,543.2,172.3,226.0,172.0,224.0,
MUREV2025.0057,450.0,174.72,8.058,139.458,2.35,683.2,12.967,551.8,174.9,226.0,174.6,224.0,
MUREV2025.0057,450.0,177.28,8.18,139.391,2.4,693.2,13.169,560.4,177.4,226.0,177.2,224.0,
MUREV2025.0057,449.5,179.96,8.302,139.336,2.45,703.6,13.37,569.0,180.1,226.0,179.8,223.5,
MUREV2025.0057,449.5,182.72,8.424,139.288,2.5,714.4,13.572,577.5,183.0,226.0,182.5,223.5,
MUREV2025.0057,449.5,185.72,8.554,139.228,2.55,726.2,13.788,586.7,186.0,226.0,185.4,223.5,
MUREV2025.0057,448.5,188.6,8.683,139.147,2.6,737.4,14.004,595.9,188.9,225.5,188.3,223.0,
MUREV2025.0057,448.5,191.44,8.814,139.093,2.65,748.5,14.22,605.1,191.7,225.5,191.2,223.0,
MUREV2025.0057,448.5,194.2,8.939,139.025,2.7,759.3,14.429,614.0,194.3,225.5,194.1,223.0,
MUREV2025.0057,448.5,196.8,9.073,139.033,2.75,769.5,14.645,623.2,196.9,225.5,196.7,223.0,
MUREV2025.0057,449.0,199.4,9.199,139.046,2.8,779.7,14.846,631.8,199.6,226.0,199.2,223.0,
MUREV2025.0057,449.0,201.68,9.319,139.046,2.85,788.6,15.041,640.0,201.9,226.0,201.4,223.0,
MUREV2025.0057,449.0,204.28,9.444,139.045,2.9,798.7,15.242,648.6,204.6,226.0,204.0,223.0,
MUREV2025.0057,448.5,207.04,9.569,139.045,2.95,809.5,15.444,657.2,207.3,226.0,206.8,222.5,
MUREV2025.0057,448.5,210.0,9.699,139.046,3.0,821.1,15.653,666.1,210.2,226.0,209.8,222.5,
MUREV2025.0057,448.5,212.88,9.833,139.046,3.05,832.4,15.869,675.3,213.1,226.0,212.6,222.5,
MUREV2025.0057,448.5,215.44,9.953,138.984,3.1,842.4,16.07,683.8,215.8,226.0,215.1,222.5,
MUREV2025.0057,448.5,218.2,10.082,138.984,3.15,853.2,16.279,692.7,218.6,226.0,217.8,222.5,
MUREV2025.0057,448.5,220.64,10.207,138.984,3.2,862.7,16.481,701.3,220.9,226.0,220.4,222.5,
MUREV2025.0057,448.5,223.08,10.332,138.983,3.25,872.2,16.682,709.9,223.4,226.0,222.8,222.5,
MUREV2025.0057,448.5,225.96,10.452,138.92,3.3,883.5,16.884,718.5,226.2,226.0,225.8,222.5,
MUREV2025.0057,448.5,228.8,10.577,138.858,3.35,894.6,17.093,727.4,228.9,226.0,228.7,222.5,
MUREV2025.0057,448.0,231.68,10.705,138.796,3.4,905.9,17.309,736.5,232.0,225.5,231.4,222.5,
MUREV2025.0057,448.0,234.4,10.835,138.796,3.45,916.5,17.518,745.4,234.6,225.5,234.2,222.5,
MUREV2025.0057,448.0,237.28,10.963,138.734,3.5,927.8,17.734,754.6,237.4,225.5,237.1,222.5,
MUREV2025.0057,447.5,239.84,11.086,138.714,3.55,937.8,17.935,763.2,240.0,225.0,239.7,222.5,
MUREV2025.0057,447.5,242.12,11.211,138.72,3.6,946.7,18.137,771.8,242.2,225.0,242.1,222.5,
MUREV2025.0057,447.5,244.8,11.335,138.712,3.65,957.2,18.338,780.4,245.0,225.0,244.6,222.5,
MUREV2025.0057,447.5,247.56,11.461,138.719,3.7,968.0,18.54,788.9,247.8,224.5,247.4,223.0,
MUREV2025.0057,447.5,250.36,11.586,138.67,3.75,978.9,18.749,797.8,250.5,224.5,250.2,223.0,
MUREV2025.0057,447.5,253.08,11.71,138.67,3.8,989.5,18.95,806.4,253.2,224.5,253.0,223.0,
MUREV2025.0057,447.5,255.72,11.839,138.67,3.85,999.9,19.159,815.3,255.8,224.0,255.7,223.5,
MUREV2025.0057,447.5,258.16,11.964,138.669,3.9,1009.4,19.361,823.9,258.3,224.0,258.0,223.5,
MUREV2025.0057,447.5,260.84,12.084,138.669,3.95,1019.9,19.555,832.1,261.0,224.0,260.6,223.5,
MUREV2025.0057,447.5,263.76,12.216,138.649,4.0,1031.3,19.771,841.3,263.8,224.0,263.7,223.5,
MUREV2025.0057,447.0,266.44,12.341,138.656,4.05,1041.8,19.973,849.9,266.6,223.5,266.2,223.5,
MUREV2025.0057,447.5,269.12,12.471,138.669,4.1,1052.3,20.182,858.8,269.4,223.5,268.9,224.0,
MUREV2025.0057,447.5,271.68,12.595,138.669,4.15,1062.3,20.383,867.4,271.8,223.5,271.5,224.0,
MUREV2025.0057,447.5,274.12,12.72,138.668,4.2,1071.8,20.585,876.0,274.2,223.5,274.0,224.0,
MUREV2025.0057,447.5,277.0,12.845,138.668,4.25,1083.1,20.786,884.5,277.0,223.5,277.0,224.0,
MUREV2025.0057,447.5,279.6,12.969,138.668,4.3,1093.2,20.988,893.1,279.6,223.5,279.6,224.0,
MUREV2025.0057,447.5,282.32,13.098,138.668,4.35,1103.9,21.197,902.0,282.5,223.5,282.2,224.0,
MUREV2025.0057,447.5,285.08,13.227,138.669,4.4,1114.7,21.406,910.9,285.1,223.0,285.0,224.5,
MUREV2025.0057,447.5,287.84,13.356,138.669,4.45,1125.5,21.614,919.8,287.8,223.0,287.8,224.5,
MUREV2025.0057,447.5,290.36,13.487,138.732,4.5,1135.3,21.816,928.3,290.4,223.0,290.3,224.5,
MUREV2025.0057,447.5,293.08,13.612,138.732,4.55,1145.9,22.018,936.9,293.1,223.0,293.0,224.5,
MUREV2025.0057,447.5,295.68,13.736,138.732,4.6,1156.1,22.219,945.5,295.7,223.0,295.7,224.5,
MUREV2025.0057,447.5,298.36,13.859,138.669,4.65,1166.6,22.428,954.4,298.3,223.0,298.4,224.5,
MUREV2025.0057,447.5,301.12,13.984,138.669,4.7,1177.4,22.63,963.0,301.1,223.0,301.1,224.5,
MUREV2025.0057,447.5,303.6,14.108,138.668,4.75,1187.1,22.831,971.5,303.8,223.0,303.4,224.5,
MUREV2025.0057,447.5,306.28,14.233,138.668,4.8,1197.6,23.033,980.1,306.3,223.0,306.2,224.5,
MUREV2025.0057,447.5,309.2,14.362,138.668,4.85,1209.0,23.242,989.0,309.2,223.0,309.2,224.5,
MUREV2025.0057,447.5,312.0,14.495,138.669,4.9,1219.9,23.458,998.2,312.1,223.0,311.9,224.5,
MUREV2025.0057,447.5,314.68,14.624,138.67,4.95,1230.4,23.666,1007.1,314.9,223.0,314.5,224.5,
MUREV2025.0057,447.5,317.28,14.749,138.67,5.0,1240.6,23.868,1015.7,317.4,223.0,317.2,224.5,
MUREV2025.0057,447.5,319.88,14.873,138.67,5.05,1250.7,24.07,1024.2,319.9,223.0,319.8,224.5,
MUREV2025.0057,447.5,322.48,15.0,138.649,5.1,1260.9,24.278,1033.1,322.6,223.0,322.4,224.5,
MUREV2025.0057,447.5,325.2,15.126,138.656,5.15,1271.5,24.48,1041.7,325.4,223.0,325.0,224.5,
MUREV2025.0057,447.5,328.0,15.256,138.669,5.2,1282.5,24.689,1050.6,328.1,223.0,327.9,224.5,
MUREV2025.0057,447.5,330.6,15.381,138.669,5.25,1292.6,24.89,1059.2,330.7,223.0,330.5,224.5,
MUREV2025.0057,447.5,333.04,15.505,138.669,5.3,1302.2,25.092,1067.7,333.3,223.0,332.8,224.5,
MUREV2025.0057,447.5,335.72,15.63,138.668,5.35,1312.7,25.294,1076.3,335.8,223.5,335.7,224.0,
MUREV2025.0057,447.5,338.52,15.754,138.668,5.4,1323.6,25.495,1084.9,338.4,223.5,338.6,224.0,
MUREV2025.0057,447.5,341.24,15.883,138.668,5.45,1334.2,25.704,1093.8,341.3,223.5,341.2,224.0,
MUREV2025.0057,447.5,343.68,16.008,138.668,5.5,1343.8,25.906,1102.4,343.8,223.5,343.6,224.0,
MUREV2025.0057,447.5,346.36,16.128,138.668,5.55,1354.3,26.1,1110.6,346.4,224.0,346.3,223.5,
MUREV2025.0057,447.5,349.08,16.257,138.668,5.6,1364.9,26.309,1119.5,349.1,224.0,349.0,223.5,
MUREV2025.0057,447.5,351.68,16.381,138.668,5.65,1375.1,26.51,1128.1,351.8,224.0,351.5,223.5,
MUREV2025.0057,447.0,354.4,16.506,138.668,5.7,1385.7,26.712,1136.7,354.5,224.0,354.3,223.0,
MUREV2025.0057,447.5,357.08,16.633,138.648,5.75,1396.2,26.921,1145.6,357.0,224.5,357.2,223.0,
MUREV2025.0057,447.5,359.76,16.75,138.592,5.8,1406.7,27.122,1154.1,359.8,224.5,359.7,223.0,
MUREV2025.0057,447.0,362.44,16.877,138.605,5.85,1417.1,27.324,1162.7,362.6,224.5,362.2,222.5,
MUREV2025.0057,447.0,365.08,17.006,138.605,5.9,1427.5,27.533,1171.6,365.1,224.5,365.0,222.5,
MUREV2025.0057,447.0,367.72,17.13,138.605,5.95,1437.8,27.734,1180.2,367.8,224.5,367.6,222.5,
MUREV2025.0057,447.0,370.44,17.255,138.605,6.0,1448.4,27.936,1188.8,370.7,225.0,370.2,222.0,
MUREV2025.0057,447.0,373.48,17.38,138.543,6.05,1460.3,28.152,1198.0,373.5,225.0,373.4,222.0,
MUREV2025.0057,447.0,376.32,17.514,138.544,6.1,1471.4,28.368,1207.2,376.4,225.0,376.2,222.0,
MUREV2025.0057,447.0,378.92,17.643,138.545,6.15,1481.6,28.577,1216.0,379.2,225.5,378.6,221.5,
MUREV2025.0057,447.0,381.16,17.767,138.544,6.2,1490.3,28.778,1224.6,381.3,225.5,381.0,221.5,
MUREV2025.0057,447.5,383.96,17.892,138.544,6.25,1501.3,28.98,1233.2,383.9,226.0,384.0,221.5,
MUREV2025.0057,447.0,386.4,18.011,138.543,6.3,1510.8,29.174,1241.5,386.6,226.0,386.2,221.0,
MUREV2025.0057,447.5,388.84,18.14,138.605,6.35,1520.4,29.369,1249.7,388.8,226.5,388.9,221.0,
MUREV2025.0057,447.0,391.12,18.255,138.603,6.4,1529.3,29.556,1257.7,391.0,226.5,391.2,220.5,
MUREV2025.0057,447.5,393.84,18.375,138.602,6.45,1539.9,29.75,1266.0,394.1,227.0,393.6,220.5,
