Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0031,249.5,402.44,10.44,76.078,1.3,1573.5,30.794,1310.4,402.6,135.5,402.3,114.0,
MUREV2025.0031,249.0,403.16,10.439,76.019,1.35,1576.4,30.816,1311.3,403.3,135.5,403.0,113.5,
MUREV2025.0031,249.0,403.6,10.447,76.022,1.4,1578.1,30.838,1312.2,403.6,135.5,403.6,113.5,
MUREV2025.0031,249.0,403.84,10.455,76.025,1.45,1579.0,30.859,1313.2,404.0,135.5,403.7,113.5,
MUREV2025.0031,248.5,404.16,10.456,75.966,1.5,1580.3,30.888,1314.4,404.2,135.5,404.1,113.0,
MUREV2025.0031,248.5,405.24,10.46,75.909,1.55,1584.5,30.924,1315.9,405.4,135.5,405.1,113.0,
MUREV2025.0031,248.0,406.96,10.477,75.853,1.6,1591.2,30.996,1319.0,407.1,135.5,406.8,112.5,
MUREV2025.0031,248.0,409.96,10.497,75.679,1.65,1602.9,31.126,1324.5,410.1,135.5,409.8,112.5,
MUREV2025.0031,247.0,413.68,10.542,75.57,1.7,1617.5,31.306,1332.2,413.8,135.0,413.5,112.0,
MUREV2025.0031,247.0,417.64,10.591,75.402,1.75,1633.0,31.522,1341.3,417.8,135.0,417.5,112.0,
MUREV2025.0031,246.0,421.16,10.658,75.308,1.8,1646.7,31.759,1351.5,421.1,134.5,421.2,111.5,
MUREV2025.0031,246.0,424.08,10.719,75.196,1.85,1658.2,31.99,1361.3,424.2,134.5,424.0,111.5,
MUREV2025.0031,246.0,425.92,10.788,75.201,1.9,1665.3,32.191,1369.8,425.9,134.5,425.9,111.5,
MUREV2025.0031,246.0,427.4,10.855,75.27,1.95,1671.1,32.364,1377.2,427.6,134.5,427.2,111.5,
MUREV2025.0031,246.0,428.96,10.907,75.275,2.0,1677.2,32.515,1383.6,429.1,134.5,428.8,111.5,
MUREV2025.0031,246.0,430.76,10.967,75.34,2.05,1684.3,32.666,1390.1,430.9,134.5,430.6,111.5,
MUREV2025.0031,246.0,433.24,11.023,75.344,2.1,1694.0,32.832,1397.1,433.5,134.5,433.0,111.5,
MUREV2025.0031,246.0,436.6,11.08,75.288,2.15,1707.1,33.026,1405.4,436.6,134.5,436.6,111.5,
MUREV2025.0031,245.5,440.28,11.147,75.234,2.2,1721.5,33.25,1414.9,440.3,134.0,440.2,111.5,
MUREV2025.0031,245.5,444.0,11.212,75.119,2.25,1736.0,33.494,1425.3,444.3,134.0,443.7,111.5,
MUREV2025.0031,245.5,446.96,11.293,75.127,2.3,1747.6,33.732,1435.4,447.0,134.0,447.0,111.5,
MUREV2025.0031,245.5,449.28,11.366,75.132,2.35,1756.7,33.948,1444.6,449.4,134.0,449.2,111.5,
MUREV2025.0031,245.5,451.2,11.431,75.135,2.4,1764.2,34.142,1452.9,451.4,134.0,451.0,111.5,
MUREV2025.0031,246.0,452.6,11.496,75.196,2.45,1769.7,34.308,1459.9,452.5,134.0,452.7,112.0,
MUREV2025.0031,246.0,454.52,11.55,75.201,2.5,1777.2,34.466,1466.7,454.7,134.0,454.3,112.0,
MUREV2025.0031,245.5,457.08,11.608,75.203,2.55,1787.2,34.639,1474.0,457.3,133.5,456.9,112.0,
MUREV2025.0031,245.5,459.8,11.659,75.142,2.6,1797.8,34.819,1481.7,459.8,133.5,459.8,112.0,
MUREV2025.0031,245.5,463.36,11.722,75.082,2.65,1811.7,35.035,1490.9,463.8,133.5,463.0,112.0,
MUREV2025.0031,244.5,466.72,11.788,75.024,2.7,1824.9,35.258,1500.4,466.7,133.0,466.7,111.5,
MUREV2025.0031,244.5,470.0,11.858,74.967,2.75,1837.7,35.496,1510.5,469.9,133.0,470.1,111.5,
MUREV2025.0031,244.5,472.64,11.933,74.97,2.8,1848.0,35.719,1520.0,472.9,133.0,472.4,111.5,
MUREV2025.0031,245.0,474.72,12.003,74.971,2.85,1856.2,35.928,1528.9,474.6,133.0,474.8,112.0,
MUREV2025.0031,245.0,476.56,12.063,74.97,2.9,1863.3,36.108,1536.5,476.7,133.0,476.4,112.0,
MUREV2025.0031,245.0,478.44,12.118,74.967,2.95,1870.7,36.274,1543.6,478.7,133.0,478.2,112.0,
MUREV2025.0031,245.0,480.84,12.178,74.965,3.0,1880.1,36.454,1551.2,480.8,133.0,480.9,112.0,
MUREV2025.0031,245.0,483.8,12.24,74.965,3.05,1891.7,36.641,1559.2,484.2,133.0,483.4,112.0,
MUREV2025.0031,244.5,487.0,12.3,74.904,3.1,1904.2,36.85,1568.1,487.2,132.5,486.8,112.0,
MUREV2025.0031,244.5,490.28,12.365,74.845,3.15,1917.0,37.073,1577.6,490.6,132.5,490.0,112.0,
MUREV2025.0031,244.5,493.36,12.442,74.848,3.2,1929.0,37.303,1587.4,493.8,132.5,492.9,112.0,
MUREV2025.0031,244.5,496.0,12.514,74.85,3.25,1939.4,37.519,1596.6,496.2,132.5,495.8,112.0,
MUREV2025.0031,244.0,497.96,12.579,74.849,3.3,1947.0,37.714,1604.8,498.2,132.5,497.7,111.5,
MUREV2025.0031,244.0,499.92,12.639,74.847,3.35,1954.7,37.894,1612.5,500.2,132.5,499.6,111.5,
MUREV2025.0031,244.5,501.8,12.696,74.844,3.4,1962.0,38.066,1619.9,502.0,133.0,501.6,111.5,
MUREV2025.0031,244.5,503.92,12.751,74.841,3.45,1970.3,38.232,1626.9,504.2,133.0,503.6,111.5,
MUREV2025.0031,244.5,506.56,12.81,74.839,3.5,1980.6,38.412,1634.6,506.9,133.0,506.2,111.5,
MUREV2025.0031,244.5,509.6,12.864,74.777,3.55,1992.5,38.606,1642.8,509.7,133.0,509.5,111.5,
MUREV2025.0031,244.0,512.56,12.924,74.717,3.6,2004.1,38.815,1651.7,512.8,133.0,512.3,111.0,
MUREV2025.0031,244.0,515.92,12.988,74.657,3.65,2017.2,39.038,1661.2,516.2,133.0,515.6,111.0,
MUREV2025.0031,243.5,518.64,13.06,74.66,3.7,2027.9,39.254,1670.4,518.8,133.0,518.5,110.5,
MUREV2025.0031,243.5,521.12,13.119,74.599,3.75,2037.6,39.463,1679.3,521.6,133.0,520.6,110.5,
MUREV2025.0031,244.0,523.24,13.194,74.66,3.8,2045.9,39.658,1687.6,523.6,133.5,522.9,110.5,
MUREV2025.0031,243.5,525.04,13.251,74.658,3.85,2052.9,39.83,1694.9,525.4,133.5,524.7,110.0,
MUREV2025.0031,243.5,527.36,13.311,74.656,3.9,2062.0,40.01,1702.6,527.8,133.5,527.0,110.0,
MUREV2025.0031,244.0,529.88,13.359,74.592,3.95,2071.8,40.19,1710.2,529.9,134.0,529.8,110.0,
MUREV2025.0031,243.5,532.76,13.415,74.541,4.0,2083.1,40.385,1718.5,532.7,134.0,532.8,109.5,
MUREV2025.0031,243.5,536.28,13.475,74.478,4.05,2096.9,40.601,1727.7,536.3,134.0,536.2,109.5,
MUREV2025.0031,243.0,539.64,13.539,74.412,4.1,2110.0,40.831,1737.5,539.5,134.0,539.8,109.0,
MUREV2025.0031,243.0,542.72,13.619,74.415,4.15,2122.0,41.069,1747.6,542.8,134.0,542.6,109.0,
MUREV2025.0031,242.5,545.44,13.682,74.356,4.2,2132.7,41.292,1757.1,545.6,134.0,545.3,108.5,
MUREV2025.0031,243.0,547.4,13.76,74.418,4.25,2140.3,41.494,1765.7,547.4,134.5,547.4,108.5,
MUREV2025.0031,243.0,549.24,13.819,74.415,4.3,2147.5,41.674,1773.4,549.6,134.5,548.9,108.5,
MUREV2025.0031,243.0,551.32,13.888,74.475,4.35,2155.7,41.846,1780.7,551.6,134.5,551.0,108.5,
MUREV2025.0031,243.5,553.36,13.942,74.471,4.4,2163.6,42.012,1787.8,553.6,135.0,553.1,108.5,
MUREV2025.0031,243.0,556.12,13.99,74.408,4.45,2174.4,42.192,1795.4,556.6,135.0,555.6,108.0,
MUREV2025.0031,243.0,559.28,14.059,74.408,4.5,2186.8,42.401,1804.3,559.5,135.0,559.0,108.0,
MUREV2025.0031,242.5,562.6,14.108,74.286,4.55,2199.8,42.617,1813.5,562.7,135.0,562.5,107.5,
MUREV2025.0031,242.5,565.68,14.17,74.227,4.6,2211.8,42.84,1823.0,565.8,135.0,565.5,107.5,
MUREV2025.0031,242.0,568.96,14.237,74.168,4.65,2224.6,43.078,1833.1,568.8,135.0,569.1,107.0,
MUREV2025.0031,242.0,571.64,14.312,74.17,4.7,2235.1,43.301,1842.6,571.7,135.0,571.6,107.0,
MUREV2025.0031,242.5,573.76,14.378,74.17,4.75,2243.4,43.502,1851.2,573.8,135.5,573.8,107.0,
MUREV2025.0031,242.0,575.6,14.437,74.168,4.8,2250.6,43.682,1858.8,575.5,135.5,575.7,106.5,
MUREV2025.0031,242.0,577.64,14.496,74.165,4.85,2258.6,43.862,1866.5,577.8,135.5,577.4,106.5,
MUREV2025.0031,242.0,579.72,14.55,74.162,4.9,2266.7,44.028,1873.5,579.8,135.5,579.7,106.5,
MUREV2025.0031,242.5,582.48,14.609,74.16,4.95,2277.5,44.208,1881.2,582.6,136.0,582.3,106.5,
MUREV2025.0031,241.5,585.76,14.666,74.099,5.0,2290.3,44.417,1890.1,586.2,135.5,585.4,106.0,
MUREV2025.0031,241.5,589.2,14.73,74.05,5.05,2303.8,44.64,1899.6,589.6,135.5,588.8,106.0,
MUREV2025.0031,241.5,592.12,14.791,73.987,5.1,2315.2,44.863,1909.1,592.6,135.5,591.6,106.0,
MUREV2025.0031,242.0,594.88,14.864,73.982,5.15,2326.0,45.086,1918.6,595.5,136.0,594.2,106.0,
MUREV2025.0031,241.5,596.96,14.93,73.982,5.2,2334.1,45.288,1927.2,597.4,136.0,596.6,105.5,
MUREV2025.0031,241.5,598.76,14.989,73.979,5.25,2341.2,45.468,1934.8,599.4,136.0,598.2,105.5,
MUREV2025.0031,242.0,600.68,15.056,74.038,5.3,2348.7,45.634,1941.9,601.1,136.5,600.2,105.5,
MUREV2025.0031,241.5,602.92,15.097,73.973,5.35,2357.4,45.799,1948.9,603.1,136.5,602.7,105.0,
MUREV2025.0031,241.5,605.76,15.159,73.972,5.4,2368.5,45.986,1956.9,605.9,136.5,605.6,105.0,
MUREV2025.0031,241.0,608.96,15.202,73.849,5.45,2381.0,46.195,1965.8,608.8,136.5,609.1,104.5,
MUREV2025.0031,241.0,612.48,15.263,73.79,5.5,2394.8,46.418,1975.3,612.2,136.5,612.7,104.5,
MUREV2025.0031,240.5,616.36,15.321,73.671,5.55,2410.0,46.67,1986.0,616.4,136.5,616.3,104.0,
MUREV2025.0031,240.5,619.24,15.387,73.613,5.6,2421.2,46.908,1996.1,619.1,136.5,619.4,104.0,
MUREV2025.0031,240.5,621.76,15.461,73.615,5.65,2431.1,47.131,2005.6,622.0,136.5,621.5,104.0,
MUREV2025.0031,240.5,623.4,15.537,73.675,5.7,2437.5,47.326,2013.9,623.7,136.5,623.1,104.0,
MUREV2025.0031,241.0,624.92,15.604,73.734,5.75,2443.4,47.491,2020.9,625.1,137.0,624.7,104.0,
MUREV2025.0031,241.0,626.56,15.653,73.729,5.8,2449.8,47.642,2027.3,627.1,137.0,626.0,104.0,
MUREV2025.0031,241.0,628.88,15.72,73.787,5.85,2458.9,47.808,2034.4,629.4,137.0,628.4,104.0,
MUREV2025.0031,241.0,631.84,15.768,73.734,5.9,2470.5,47.988,2042.0,632.2,137.0,631.5,104.0,
MUREV2025.0031,240.5,635.4,15.825,73.67,5.95,2484.4,48.204,2051.2,636.0,137.0,634.8,103.5,
MUREV2025.0031,240.5,638.88,15.886,73.604,6.0,2498.0,48.434,2061.0,639.4,137.0,638.4,103.5,
MUREV2025.0031,240.5,642.28,15.951,73.546,6.05,2511.3,48.672,2071.2,642.6,137.0,641.9,103.5,
MUREV2025.0031,240.0,644.88,16.025,73.549,6.1,2521.5,48.895,2080.7,645.4,137.0,644.3,103.0,
MUREV2025.0031,240.0,647.0,16.094,73.549,6.15,2529.8,49.104,2089.5,647.3,137.0,646.7,103.0,
MUREV2025.0031,240.5,648.84,16.152,73.547,6.2,2537.0,49.284,2097.2,649.3,137.5,648.4,103.0,
MUREV2025.0031,240.0,650.4,16.219,73.605,6.25,2543.1,49.45,2104.2,650.9,137.5,649.9,102.5,
MUREV2025.0031,240.5,652.56,16.273,73.602,6.3,2551.5,49.615,2111.3,653.0,138.0,652.2,102.5,
MUREV2025.0031,240.5,655.16,16.315,73.538,6.35,2561.7,49.788,2118.6,655.7,138.0,654.6,102.5,
MUREV2025.0031,240.0,658.32,16.365,73.476,6.4,2574.0,49.982,2126.9,658.9,138.0,657.8,102.0,
MUREV2025.0031,239.5,661.88,16.425,73.416,6.45,2588.0,50.206,2136.4,662.3,138.0,661.4,101.5,
MUREV2025.0031,239.5,665.36,16.49,73.358,6.5,2601.6,50.443,2146.5,666.0,138.0,664.7,101.5,
MUREV2025.0031,239.0,668.56,16.554,73.3,6.55,2614.1,50.681,2156.6,669.1,138.0,668.0,101.0,
MUREV2025.0031,239.5,670.8,16.613,73.24,6.6,2622.8,50.904,2166.1,671.4,138.5,670.2,101.0,
MUREV2025.0031,239.0,672.92,16.677,73.239,6.65,2631.1,51.098,2174.4,673.8,138.5,672.0,100.5,
MUREV2025.0031,239.5,674.52,16.747,73.298,6.7,2637.4,51.271,2181.8,675.3,139.0,673.8,100.5,
MUREV2025.0031,239.0,676.48,16.8,73.295,6.75,2645.0,51.437,2188.8,677.4,139.0,675.5,100.0,
MUREV2025.0031,239.5,678.96,16.856,73.292,6.8,2654.7,51.61,2196.2,679.8,139.5,678.1,100.0,
MUREV2025.0031,239.0,681.92,16.905,73.229,6.85,2666.3,51.804,2204.4,682.7,139.5,681.1,99.5,
MUREV2025.0031,239.0,685.2,16.973,73.231,6.9,2679.1,52.013,2213.3,686.2,139.5,684.2,99.5,
MUREV2025.0031,238.5,688.6,17.02,73.109,6.95,2692.4,52.243,2223.1,689.4,139.5,687.8,99.0,
MUREV2025.0031,239.0,691.68,17.096,73.113,7.0,2704.5,52.474,2232.9,692.4,140.0,691.0,99.0,
MUREV2025.0031,238.5,694.2,17.152,73.052,7.05,2714.3,52.69,2242.1,694.9,140.0,693.5,98.5,
MUREV2025.0031,238.5,696.52,17.22,73.052,7.1,2723.4,52.898,2251.0,697.1,140.0,695.9,98.5,
MUREV2025.0031,238.5,698.48,17.278,73.051,7.15,2731.1,53.078,2258.7,699.1,140.5,697.8,98.0,
MUREV2025.0031,238.5,700.48,17.336,73.048,7.2,2738.9,53.258,2266.3,701.1,140.5,699.8,98.0,
MUREV2025.0031,238.5,702.84,17.392,73.046,7.25,2748.1,53.431,2273.7,703.5,140.5,702.2,98.0,
MUREV2025.0031,238.5,705.36,17.453,73.044,7.3,2758.0,53.618,2281.6,706.0,140.5,704.7,98.0,
MUREV2025.0031,238.0,708.44,17.501,72.982,7.35,2770.0,53.813,2289.9,709.2,140.5,707.7,97.5,
MUREV2025.0031,238.0,711.6,17.557,72.922,7.4,2782.4,54.029,2299.1,712.2,140.5,711.0,97.5,
MUREV2025.0031,238.0,714.76,17.615,72.862,7.45,2794.7,54.252,2308.6,715.5,140.5,714.0,97.5,
