Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0030,215.5,464.28,10.447,65.828,1.28,1815.3,35.613,1515.4,465.1,114.5,463.5,101.0,
MUREV2025.0030,215.2,465.656,10.434,65.731,1.33,1820.7,35.621,1515.8,466.4,114.5,464.9,100.7,
MUREV2025.0030,214.7,467.296,10.434,65.651,1.38,1827.1,35.667,1517.8,468.0,114.5,466.6,100.2,
MUREV2025.0030,214.5,468.808,10.441,65.559,1.43,1833.0,35.738,1520.8,469.6,114.8,468.0,99.7,
MUREV2025.0030,214.5,469.928,10.45,65.48,1.48,1837.4,35.813,1524.0,470.8,115.0,469.1,99.5,
MUREV2025.0030,214.2,470.784,10.468,65.463,1.53,1840.8,35.885,1527.0,471.6,115.0,470.0,99.2,
MUREV2025.0030,214.0,471.72,10.484,65.432,1.58,1844.4,35.957,1530.1,472.6,115.3,470.9,98.7,
MUREV2025.0030,214.0,472.984,10.499,65.377,1.63,1849.4,36.037,1533.5,473.8,115.5,472.2,98.5,
MUREV2025.0030,213.7,475.0,10.52,65.323,1.68,1857.3,36.141,1537.9,475.8,115.5,474.2,98.2,
MUREV2025.0030,213.2,477.736,10.549,65.244,1.73,1867.9,36.282,1543.9,478.6,115.5,476.9,97.7,
MUREV2025.0030,212.7,481.152,10.582,65.13,1.78,1881.3,36.462,1551.6,481.9,115.5,480.4,97.2,
MUREV2025.0030,212.2,485.112,10.628,65.016,1.83,1896.8,36.683,1561.0,485.8,115.5,484.4,96.7,
MUREV2025.0030,211.7,488.8,10.68,64.909,1.88,1911.2,36.924,1571.3,489.6,115.5,488.0,96.2,
MUREV2025.0030,211.8,491.768,10.737,64.837,1.93,1922.8,37.161,1581.3,492.6,115.8,490.9,96.0,
MUREV2025.0030,211.7,494.04,10.803,64.86,1.98,1931.7,37.378,1590.6,495.1,116.0,493.0,95.7,
MUREV2025.0030,211.8,495.776,10.869,64.93,2.03,1938.5,37.565,1598.5,496.8,116.3,494.8,95.5,
MUREV2025.0030,212.3,497.168,10.926,64.995,2.08,1943.9,37.725,1605.3,498.2,116.8,496.2,95.5,
MUREV2025.0030,212.2,498.64,10.981,65.068,2.13,1949.7,37.872,1611.6,499.6,117.0,497.6,95.2,
MUREV2025.0030,212.3,500.672,11.028,65.091,2.18,1957.6,38.02,1617.9,501.6,117.3,499.7,95.0,
MUREV2025.0030,212.2,503.232,11.075,65.086,2.23,1967.6,38.184,1624.9,504.1,117.5,502.4,94.7,
MUREV2025.0030,212.3,506.408,11.124,65.053,2.28,1980.1,38.375,1633.0,507.2,117.8,505.6,94.5,
MUREV2025.0030,212.2,510.056,11.172,64.961,2.33,1994.3,38.593,1642.3,510.8,118.0,509.3,94.2,
MUREV2025.0030,211.7,513.6,11.227,64.881,2.38,2008.2,38.832,1652.5,514.3,118.0,512.9,93.7,
MUREV2025.0030,211.5,516.784,11.294,64.864,2.43,2020.6,39.073,1662.7,517.6,118.0,516.0,93.5,
MUREV2025.0030,211.5,519.272,11.358,64.869,2.48,2030.4,39.293,1672.1,520.0,118.3,518.5,93.2,
MUREV2025.0030,211.8,520.96,11.42,64.907,2.53,2037.0,39.485,1680.2,521.8,118.8,520.2,93.0,
MUREV2025.0030,212.3,522.384,11.478,64.968,2.58,2042.5,39.648,1687.1,523.3,119.3,521.5,93.0,
MUREV2025.0030,212.2,523.944,11.532,65.026,2.63,2048.6,39.799,1693.6,524.8,119.5,523.1,92.7,
MUREV2025.0030,212.3,525.872,11.579,65.048,2.68,2056.2,39.946,1699.8,526.7,119.8,525.0,92.5,
MUREV2025.0030,212.5,528.424,11.625,65.046,2.73,2066.1,40.107,1706.7,529.1,120.3,527.7,92.2,
MUREV2025.0030,212.2,531.648,11.675,65.01,2.78,2078.7,40.301,1715.0,532.1,120.5,531.2,91.7,
MUREV2025.0030,212.0,535.32,11.722,64.915,2.83,2093.1,40.523,1724.4,535.7,120.5,534.9,91.5,
MUREV2025.0030,211.7,539.24,11.779,64.834,2.88,2108.4,40.771,1734.9,539.6,120.5,538.9,91.2,
MUREV2025.0030,211.2,542.616,11.841,64.778,2.93,2121.6,41.021,1745.6,542.9,120.5,542.3,90.7,
MUREV2025.0030,211.3,545.312,11.906,64.757,2.98,2132.2,41.257,1755.6,545.7,120.8,544.9,90.5,
MUREV2025.0030,211.5,547.448,11.967,64.759,3.03,2140.5,41.471,1764.7,547.9,121.0,547.0,90.5,
MUREV2025.0030,211.5,548.992,12.033,64.832,3.08,2146.6,41.651,1772.4,549.5,121.3,548.5,90.2,
MUREV2025.0030,211.5,550.432,12.094,64.914,3.13,2152.2,41.808,1779.0,551.0,121.5,549.8,90.0,
MUREV2025.0030,211.8,552.336,12.142,64.935,3.18,2159.6,41.963,1785.7,553.0,121.8,551.7,90.0,
MUREV2025.0030,211.7,554.76,12.189,64.932,3.23,2169.1,42.126,1792.6,555.4,122.0,554.1,89.7,
MUREV2025.0030,211.8,557.648,12.235,64.894,3.28,2180.4,42.309,1800.4,558.2,122.3,557.1,89.5,
