Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0035,334.5,356.12,12.416,102.321,1.25,1392.4,27.23,1158.7,356.4,174.0,355.8,160.5,
MUREV2025.0035,335.0,355.8,12.415,102.312,1.3,1391.2,27.23,1158.7,356.0,174.5,355.6,160.5,
MUREV2025.0035,335.0,355.36,12.412,102.312,1.35,1389.5,27.223,1158.4,355.6,174.5,355.1,160.5,
MUREV2025.0035,334.5,354.84,12.409,102.373,1.4,1387.4,27.202,1157.5,355.1,174.5,354.6,160.0,
MUREV2025.0035,335.0,354.96,12.403,102.373,1.45,1387.9,27.187,1156.9,355.1,175.0,354.8,160.0,
MUREV2025.0035,335.0,355.84,12.402,102.313,1.5,1391.3,27.202,1157.5,356.1,175.0,355.6,160.0,
MUREV2025.0035,334.5,357.96,12.417,102.196,1.55,1399.6,27.266,1160.3,358.3,175.0,357.6,159.5,
MUREV2025.0035,333.5,361.32,12.455,102.022,1.6,1412.8,27.396,1165.8,361.6,174.5,361.0,159.0,
MUREV2025.0035,333.0,364.88,12.513,101.853,1.65,1426.7,27.569,1173.1,365.1,174.5,364.6,158.5,
MUREV2025.0035,333.0,368.12,12.591,101.746,1.7,1439.3,27.77,1181.7,368.4,174.5,367.8,158.5,
MUREV2025.0035,332.5,370.68,12.671,101.652,1.75,1449.4,27.972,1190.3,370.9,174.5,370.5,158.0,
MUREV2025.0035,332.5,372.52,12.753,101.66,1.8,1456.6,28.152,1198.0,372.7,174.5,372.3,158.0,
MUREV2025.0035,332.0,374.04,12.825,101.659,1.85,1462.5,28.31,1204.7,374.2,174.5,373.8,157.5,
MUREV2025.0035,332.5,375.76,12.891,101.666,1.9,1469.2,28.454,1210.8,375.9,175.0,375.6,157.5,
MUREV2025.0035,332.5,377.88,12.964,101.672,1.95,1477.5,28.613,1217.6,378.1,175.0,377.7,157.5,
MUREV2025.0035,332.0,380.44,13.041,101.694,2.0,1487.5,28.778,1224.6,380.6,175.0,380.2,157.0,
MUREV2025.0035,332.0,383.92,13.125,101.636,2.05,1501.1,28.98,1233.2,384.1,175.5,383.8,156.5,
MUREV2025.0035,332.0,387.28,13.215,101.574,2.1,1514.3,29.196,1242.4,387.4,175.5,387.1,156.5,
MUREV2025.0035,331.5,390.16,13.309,101.521,2.15,1525.5,29.419,1251.9,390.3,175.5,390.0,156.0,
MUREV2025.0035,331.5,392.92,13.408,101.528,2.2,1536.3,29.635,1261.1,393.3,176.0,392.6,155.5,
MUREV2025.0035,332.0,395.24,13.502,101.549,2.25,1545.4,29.837,1269.7,395.6,176.5,394.9,155.5,
MUREV2025.0035,332.0,396.92,13.591,101.608,2.3,1552.0,30.017,1277.3,397.3,177.0,396.6,155.0,
MUREV2025.0035,332.0,398.64,13.665,101.598,2.35,1558.7,30.182,1284.4,399.0,177.0,398.2,155.0,
MUREV2025.0035,332.0,400.88,13.74,101.599,2.4,1567.4,30.348,1291.4,401.2,177.5,400.6,154.5,
MUREV2025.0035,332.0,403.76,13.824,101.615,2.45,1578.7,30.528,1299.1,404.1,178.0,403.4,154.0,
MUREV2025.0035,332.0,406.96,13.909,101.552,2.5,1591.2,30.737,1308.0,407.3,178.0,406.6,154.0,
MUREV2025.0035,331.5,410.16,14.006,101.546,2.55,1603.7,30.953,1317.1,410.3,178.0,410.0,153.5,
MUREV2025.0035,331.5,413.12,14.101,101.503,2.6,1615.3,31.176,1326.6,413.3,178.5,413.0,153.0,
MUREV2025.0035,331.5,415.76,14.199,101.501,2.65,1625.6,31.392,1335.8,416.1,178.5,415.4,153.0,
MUREV2025.0035,331.5,417.76,14.288,101.507,2.7,1633.4,31.586,1344.1,417.9,179.0,417.6,152.5,
MUREV2025.0035,331.5,419.32,14.364,101.515,2.75,1639.5,31.752,1351.2,419.8,179.0,418.8,152.5,
MUREV2025.0035,331.5,421.4,14.438,101.513,2.8,1647.7,31.918,1358.2,421.8,179.5,421.0,152.0,
MUREV2025.0035,331.5,424.08,14.509,101.436,2.85,1658.2,32.098,1365.9,424.3,179.5,423.8,152.0,
MUREV2025.0035,331.0,427.04,14.588,101.379,2.9,1669.7,32.292,1374.1,427.4,179.5,426.6,151.5,
MUREV2025.0035,331.0,430.2,14.673,101.314,2.95,1682.1,32.501,1383.0,430.5,179.5,429.9,151.5,
MUREV2025.0035,330.5,433.4,14.764,101.246,3.0,1694.6,32.724,1392.5,433.6,179.5,433.2,151.0,
MUREV2025.0035,330.5,436.6,14.859,101.187,3.05,1707.1,32.954,1402.3,437.1,179.5,436.1,151.0,
MUREV2025.0035,330.5,438.8,14.956,101.203,3.1,1715.7,33.163,1411.2,439.0,179.5,438.6,151.0,
MUREV2025.0035,330.5,440.88,15.043,101.198,3.15,1723.8,33.358,1419.5,441.2,180.0,440.6,150.5,
MUREV2025.0035,330.5,442.92,15.125,101.201,3.2,1731.8,33.538,1427.1,443.4,180.0,442.4,150.5,
MUREV2025.0035,330.5,445.0,15.201,101.194,3.25,1740.0,33.71,1434.5,445.1,180.0,444.9,150.5,
MUREV2025.0035,330.5,447.2,15.274,101.182,3.3,1748.6,33.876,1441.5,447.5,180.0,446.9,150.5,
MUREV2025.0035,330.5,450.12,15.352,101.12,3.35,1760.0,34.07,1449.8,450.4,180.5,449.8,150.0,
MUREV2025.0035,330.5,453.32,15.437,101.059,3.4,1772.5,34.279,1458.7,453.4,180.5,453.3,150.0,
MUREV2025.0035,330.0,456.52,15.525,100.999,3.45,1785.0,34.495,1467.9,457.0,180.5,456.1,149.5,
MUREV2025.0035,330.0,459.44,15.619,100.955,3.5,1796.4,34.718,1477.4,459.7,180.5,459.2,149.5,
MUREV2025.0035,329.5,461.8,15.712,100.951,3.55,1805.6,34.927,1486.3,462.0,180.5,461.6,149.0,
MUREV2025.0035,329.5,463.88,15.797,100.955,3.6,1813.8,35.114,1494.2,464.5,180.5,463.3,149.0,
MUREV2025.0035,329.5,465.6,15.874,100.948,3.65,1820.5,35.287,1501.6,465.8,180.5,465.4,149.0,
