Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0055,392.0,123.832,5.113,121.397,1.34,484.2,9.451,402.2,123.9,194.0,123.7,198.0,
MUREV2025.0055,392.0,124.16,5.12,121.393,1.39,485.5,9.465,402.8,124.2,194.0,124.1,198.0,
MUREV2025.0055,392.0,125.232,5.139,121.352,1.44,489.7,9.503,404.4,125.3,194.0,125.2,198.0,
MUREV2025.0055,391.6,126.92,5.176,121.307,1.49,496.3,9.575,407.4,127.0,194.0,126.8,197.6,
MUREV2025.0055,391.5,129.264,5.23,121.204,1.54,505.4,9.683,412.0,129.3,194.0,129.2,197.5,
MUREV2025.0055,391.1,131.648,5.298,121.139,1.59,514.7,9.815,417.7,131.7,194.0,131.6,197.1,
MUREV2025.0055,390.6,134.328,5.376,121.021,1.64,525.2,9.969,424.2,134.4,194.0,134.3,196.6,
MUREV2025.0055,390.1,136.992,5.463,120.914,1.69,535.6,10.139,431.4,137.0,194.0,137.0,196.1,
MUREV2025.0055,390.0,139.856,5.561,120.814,1.74,546.8,10.329,439.5,139.9,194.0,139.8,196.0,
MUREV2025.0055,389.6,142.648,5.659,120.683,1.79,557.8,10.524,447.8,142.7,194.0,142.6,195.6,
MUREV2025.0055,389.1,145.088,5.758,120.558,1.84,567.3,10.718,456.1,145.2,194.0,145.0,195.1,
MUREV2025.0055,388.6,147.896,5.86,120.443,1.89,578.3,10.918,464.6,148.0,194.0,147.7,194.6,
MUREV2025.0055,388.5,150.752,5.969,120.395,1.94,589.4,11.125,473.4,150.9,194.0,150.6,194.5,
MUREV2025.0055,388.1,153.624,6.078,120.335,1.99,600.7,11.334,482.3,153.7,194.0,153.5,194.1,
MUREV2025.0055,388.0,156.312,6.186,120.269,2.04,611.2,11.543,491.2,156.4,194.0,156.3,194.0,
MUREV2025.0055,388.0,159.016,6.296,120.23,2.09,621.8,11.752,500.1,159.1,194.4,158.9,193.6,
MUREV2025.0055,388.0,161.64,6.405,120.167,2.14,632.0,11.961,509.0,161.7,194.5,161.6,193.5,
MUREV2025.0055,388.0,164.24,6.513,120.165,2.19,642.2,12.164,517.6,164.3,194.5,164.2,193.5,
MUREV2025.0055,387.6,166.904,6.618,120.113,2.24,652.6,12.365,526.2,167.0,194.5,166.8,193.1,
MUREV2025.0055,387.5,169.552,6.726,120.11,2.29,662.9,12.567,534.8,169.6,194.5,169.5,193.0,
MUREV2025.0055,387.5,172.16,6.831,120.057,2.34,673.1,12.768,543.3,172.2,194.5,172.1,193.0,
MUREV2025.0055,387.1,174.952,6.939,120.002,2.39,684.1,12.976,552.2,175.1,194.5,174.8,192.6,
