Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0050,193.5,121.8,2.511,59.884,1.3,476.2,9.41,400.4,121.9,96.5,121.7,97.0,
MUREV2025.0050,193.5,121.64,2.502,59.887,1.35,475.6,9.374,398.9,121.8,96.5,121.5,97.0,
MUREV2025.0050,193.5,121.96,2.498,59.886,1.4,476.9,9.36,398.3,122.2,96.5,121.8,97.0,
MUREV2025.0050,193.5,122.88,2.496,59.754,1.45,480.5,9.374,398.9,123.0,96.5,122.7,97.0,
MUREV2025.0050,192.5,124.92,2.508,59.629,1.5,488.4,9.439,401.7,125.1,96.0,124.7,96.5,
MUREV2025.0050,192.0,127.88,2.531,59.452,1.55,500.0,9.554,406.6,128.1,96.0,127.7,96.0,
MUREV2025.0050,191.5,131.04,2.566,59.287,1.6,512.4,9.713,413.3,131.3,95.5,130.8,96.0,
MUREV2025.0050,191.0,134.28,2.611,59.184,1.65,525.0,9.9,421.3,134.5,95.5,134.1,95.5,
MUREV2025.0050,190.0,137.12,2.654,59.003,1.7,536.1,10.094,429.6,137.4,95.0,136.9,95.0,
MUREV2025.0050,190.0,140.44,2.708,58.897,1.75,549.1,10.318,439.0,140.6,95.0,140.3,95.0,
MUREV2025.0050,190.0,143.32,2.759,58.783,1.8,560.4,10.534,448.2,143.4,95.0,143.2,95.0,
MUREV2025.0050,189.0,146.24,2.811,58.674,1.85,571.8,10.75,457.4,146.4,94.5,146.1,94.5,
MUREV2025.0050,189.0,148.56,2.863,58.628,1.9,580.9,10.958,466.3,148.7,94.5,148.4,94.5,
MUREV2025.0050,189.0,151.4,2.914,58.566,1.95,592.0,11.167,475.2,151.6,94.5,151.2,94.5,
MUREV2025.0050,188.5,153.84,2.964,58.506,2.0,601.5,11.369,483.8,154.1,94.5,153.6,94.0,
MUREV2025.0050,188.0,156.52,3.014,58.45,2.05,612.0,11.57,492.4,156.8,94.0,156.2,94.0,
MUREV2025.0050,188.0,159.28,3.065,58.393,2.1,622.8,11.779,501.2,159.5,94.0,159.0,94.0,
MUREV2025.0050,188.0,162.12,3.116,58.336,2.15,633.9,11.988,510.1,162.4,94.0,161.8,94.0,
MUREV2025.0050,188.0,164.84,3.171,58.34,2.2,644.5,12.197,519.0,165.0,94.0,164.6,94.0,
MUREV2025.0050,188.0,167.84,3.224,58.291,2.25,656.3,12.413,528.2,168.0,94.0,167.7,94.0,
MUREV2025.0050,188.0,170.48,3.275,58.229,2.3,666.6,12.622,537.1,170.7,94.0,170.2,94.0,
MUREV2025.0050,187.5,173.32,3.331,58.226,2.35,677.7,12.838,546.3,173.5,93.5,173.1,94.0,
MUREV2025.0050,187.5,175.92,3.382,58.174,2.4,687.8,13.046,555.2,176.1,93.5,175.8,94.0,
MUREV2025.0050,187.5,179.0,3.439,58.183,2.45,699.9,13.262,564.4,179.2,93.5,178.8,94.0,
MUREV2025.0050,187.5,181.48,3.489,58.113,2.5,709.6,13.471,573.2,181.7,93.5,181.3,94.0,
MUREV2025.0050,187.0,184.32,3.542,58.109,2.55,720.7,13.68,582.1,184.6,93.5,184.1,93.5,
MUREV2025.0050,187.0,187.0,3.593,58.056,2.6,731.2,13.889,591.0,187.3,93.5,186.7,93.5,
MUREV2025.0050,186.5,189.92,3.649,58.055,2.65,742.6,14.105,600.2,190.2,93.0,189.6,93.5,
MUREV2025.0050,186.5,192.96,3.703,57.996,2.7,754.5,14.328,609.7,193.2,93.0,192.7,93.5,
MUREV2025.0050,186.5,195.76,3.759,58.003,2.75,765.4,14.544,618.9,196.1,93.0,195.4,93.5,
MUREV2025.0050,186.5,198.16,3.809,57.932,2.8,774.8,14.753,627.8,198.5,93.0,197.8,93.5,
MUREV2025.0050,186.5,200.64,3.861,57.935,2.85,784.5,14.954,636.4,201.0,93.0,200.3,93.5,
MUREV2025.0050,186.5,203.24,3.911,57.931,2.9,794.7,15.149,644.6,203.6,93.0,202.9,93.5,
MUREV2025.0050,186.0,205.92,3.958,57.862,2.95,805.1,15.35,653.2,206.2,92.5,205.6,93.5,
MUREV2025.0050,186.0,208.64,4.012,57.87,3.0,815.8,15.559,662.1,209.0,92.5,208.3,93.5,
MUREV2025.0050,186.0,211.4,4.062,57.805,3.05,826.6,15.768,671.0,211.7,92.5,211.1,93.5,
MUREV2025.0050,186.0,214.2,4.115,57.8,3.1,837.5,15.977,679.9,214.5,92.5,213.9,93.5,
MUREV2025.0050,186.0,217.2,4.165,57.746,3.15,849.3,16.186,688.8,217.4,92.5,217.0,93.5,
MUREV2025.0050,185.5,219.6,4.219,57.744,3.2,858.6,16.394,697.6,219.8,92.0,219.4,93.5,
MUREV2025.0050,186.0,222.4,4.268,57.684,3.25,869.6,16.603,706.5,222.6,92.0,222.2,94.0,
MUREV2025.0050,186.0,225.28,4.323,57.682,3.3,880.8,16.819,715.7,225.4,92.0,225.1,94.0,
MUREV2025.0050,186.0,228.24,4.379,57.685,3.35,892.4,17.035,724.9,228.5,92.0,228.0,94.0,
MUREV2025.0050,185.5,230.88,4.433,57.691,3.4,902.7,17.244,733.8,231.0,91.5,230.7,94.0,
MUREV2025.0050,185.5,233.36,4.481,57.62,3.45,912.4,17.453,742.7,233.5,91.5,233.2,94.0,
MUREV2025.0050,185.5,235.8,4.531,57.613,3.5,922.0,17.647,750.9,236.1,91.5,235.5,94.0,
MUREV2025.0050,185.5,237.96,4.579,57.611,3.55,930.4,17.834,758.9,238.1,91.0,237.8,94.5,
MUREV2025.0050,185.5,240.56,4.624,57.555,3.6,940.6,18.029,767.2,240.6,91.0,240.5,94.5,
MUREV2025.0050,185.5,243.36,4.674,57.552,3.65,951.5,18.223,775.5,243.5,91.0,243.2,94.5,
MUREV2025.0050,185.0,246.36,4.721,57.484,3.7,963.3,18.432,784.3,246.6,90.5,246.2,94.5,
MUREV2025.0050,185.0,249.12,4.772,57.421,3.75,974.1,18.648,793.5,249.4,90.5,248.9,94.5,
MUREV2025.0050,184.5,251.92,4.82,57.359,3.8,985.0,18.857,802.4,252.2,90.0,251.7,94.5,
MUREV2025.0050,184.5,254.44,4.863,57.242,3.85,994.9,19.066,811.3,254.6,90.0,254.2,94.5,
MUREV2025.0050,184.0,256.72,4.907,57.175,3.9,1003.8,19.26,819.6,256.9,89.5,256.6,94.5,
MUREV2025.0050,184.0,259.28,4.951,57.114,3.95,1013.8,19.454,827.8,259.5,89.5,259.0,94.5,
MUREV2025.0050,183.5,261.8,4.99,56.985,4.0,1023.6,19.649,836.1,262.1,89.0,261.5,94.5,
MUREV2025.0050,183.5,264.52,5.027,56.853,4.05,1034.3,19.843,844.4,264.8,89.0,264.2,94.5,
MUREV2025.0050,183.0,267.32,5.069,56.728,4.1,1045.2,20.052,853.3,267.6,88.5,267.0,94.5,
MUREV2025.0050,182.0,270.04,5.114,56.665,4.15,1055.9,20.254,861.9,270.2,88.0,269.8,94.0,
MUREV2025.0050,182.0,272.72,5.156,56.54,4.2,1066.3,20.462,870.7,272.9,88.0,272.6,94.0,
MUREV2025.0050,181.5,275.6,5.197,56.415,4.25,1077.6,20.671,879.6,275.8,87.5,275.4,94.0,
MUREV2025.0050,181.5,278.48,5.239,56.291,4.3,1088.9,20.887,888.8,278.7,87.5,278.2,94.0,
MUREV2025.0050,180.5,281.16,5.28,56.166,4.35,1099.3,21.096,897.7,281.4,87.0,281.0,93.5,
MUREV2025.0050,180.5,283.72,5.32,56.04,4.4,1109.3,21.305,906.6,283.8,87.0,283.6,93.5,
MUREV2025.0050,180.0,286.32,5.365,55.977,4.45,1119.5,21.506,915.2,286.3,86.5,286.3,93.5,
MUREV2025.0050,180.0,288.72,5.401,55.851,4.5,1128.9,21.701,923.4,288.7,86.5,288.7,93.5,
MUREV2025.0050,179.0,291.36,5.439,55.724,4.55,1139.2,21.902,932.0,291.4,86.0,291.4,93.0,
MUREV2025.0050,179.0,294.08,5.477,55.607,4.6,1149.9,22.104,940.6,294.1,86.0,294.1,93.0,
MUREV2025.0050,178.5,297.04,5.516,55.479,4.65,1161.4,22.313,949.5,297.1,85.5,297.0,93.0,
MUREV2025.0050,178.0,299.68,5.555,55.348,4.7,1171.7,22.522,958.4,299.8,85.5,299.5,92.5,
MUREV2025.0050,178.0,302.04,5.59,55.222,4.75,1181.0,22.716,966.6,302.2,85.5,301.8,92.5,
MUREV2025.0050,177.5,304.76,5.627,55.096,4.8,1191.6,22.918,975.2,304.8,85.0,304.7,92.5,
MUREV2025.0050,177.0,307.64,5.665,54.971,4.85,1202.9,23.126,984.1,307.8,85.0,307.5,92.0,
MUREV2025.0050,176.5,310.44,5.703,54.846,4.9,1213.8,23.335,993.0,310.6,84.5,310.2,92.0,
MUREV2025.0050,176.0,313.12,5.741,54.72,4.95,1224.3,23.544,1001.9,313.3,84.5,313.0,91.5,
MUREV2025.0050,176.0,315.68,5.779,54.594,5.0,1234.3,23.753,1010.8,315.8,84.5,315.5,91.5,
MUREV2025.0050,175.5,318.32,5.814,54.469,5.05,1244.6,23.954,1019.3,318.4,84.0,318.2,91.5,
MUREV2025.0050,175.0,321.12,5.851,54.343,5.1,1255.6,24.163,1028.2,321.2,84.0,321.0,91.0,
MUREV2025.0050,175.0,323.76,5.893,54.28,5.15,1265.9,24.365,1036.8,323.8,84.0,323.7,91.0,
MUREV2025.0050,174.5,326.6,5.937,54.218,5.2,1277.0,24.574,1045.7,326.6,84.0,326.6,90.5,
MUREV2025.0050,174.0,329.16,5.981,54.155,5.25,1287.0,24.782,1054.6,329.3,83.5,329.0,90.5,
MUREV2025.0050,174.0,331.6,6.021,54.099,5.3,1296.6,24.977,1062.8,331.8,83.5,331.4,90.5,
MUREV2025.0050,174.5,334.24,6.063,54.034,5.35,1306.9,25.178,1071.4,334.3,84.0,334.2,90.5,
MUREV2025.0050,174.0,336.84,6.111,54.036,5.4,1317.0,25.38,1080.0,336.8,84.0,336.9,90.0,
MUREV2025.0050,174.0,339.36,6.158,54.032,5.45,1326.9,25.574,1088.3,339.4,84.0,339.4,90.0,
MUREV2025.0050,174.0,341.72,6.204,54.026,5.5,1336.1,25.769,1096.5,341.7,84.0,341.8,90.0,
MUREV2025.0050,174.0,344.36,6.251,54.025,5.55,1346.4,25.963,1104.8,344.3,84.0,344.4,90.0,
MUREV2025.0050,173.5,347.2,6.299,54.025,5.6,1357.6,26.165,1113.4,347.3,84.0,347.1,89.5,
MUREV2025.0050,174.0,349.64,6.348,54.025,5.65,1367.1,26.366,1122.0,349.7,84.5,349.6,89.5,
MUREV2025.0050,174.0,352.28,6.394,54.025,5.7,1377.4,26.561,1130.3,352.3,84.5,352.2,89.5,
MUREV2025.0050,174.0,354.96,6.443,54.025,5.75,1387.9,26.762,1138.8,355.0,84.5,354.9,89.5,
MUREV2025.0050,173.5,357.84,6.493,54.025,5.8,1399.2,26.971,1147.7,357.8,84.5,357.8,89.0,
MUREV2025.0050,174.0,360.56,6.544,54.026,5.85,1409.8,27.18,1156.6,360.6,85.0,360.5,89.0,
MUREV2025.0050,174.0,363.36,6.586,53.964,5.9,1420.7,27.389,1165.5,363.5,85.0,363.2,89.0,
MUREV2025.0050,173.5,366.12,6.637,53.965,5.95,1431.5,27.598,1174.4,366.2,85.0,366.1,88.5,
MUREV2025.0050,173.5,368.44,6.686,53.972,6.0,1440.6,27.799,1182.9,368.5,85.0,368.4,88.5,
MUREV2025.0050,174.0,371.28,6.734,53.97,6.05,1451.7,28.001,1191.5,371.4,85.5,371.2,88.5,
MUREV2025.0050,174.0,374.0,6.792,54.028,6.1,1462.3,28.21,1200.4,374.0,85.5,374.0,88.5,
MUREV2025.0050,174.0,376.32,6.838,54.027,6.15,1471.4,28.404,1208.7,376.5,86.0,376.2,88.0,
MUREV2025.0050,174.0,378.6,6.893,54.089,6.2,1480.3,28.598,1217.0,378.7,86.0,378.5,88.0,
MUREV2025.0050,174.5,381.04,6.946,54.15,6.25,1489.9,28.786,1224.9,381.2,86.5,380.9,88.0,
MUREV2025.0050,174.5,383.24,6.997,54.211,6.3,1498.5,28.966,1232.6,383.5,86.5,383.0,88.0,
MUREV2025.0050,174.5,385.6,7.041,54.209,6.35,1507.7,29.146,1240.2,385.8,87.0,385.4,87.5,
MUREV2025.0050,174.5,388.2,7.094,54.271,6.4,1517.9,29.333,1248.2,388.3,87.0,388.1,87.5,
MUREV2025.0050,175.0,391.0,7.141,54.271,6.45,1528.8,29.527,1256.5,391.2,87.5,390.8,87.5,
MUREV2025.0050,174.5,393.72,7.19,54.271,6.5,1539.4,29.729,1265.1,393.8,87.5,393.6,87.0,
