Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0056,436.5,124.08,5.722,135.216,1.3,485.2,9.497,404.1,124.2,219.5,124.0,217.0,
MUREV2025.0056,437.0,124.16,5.722,135.216,1.35,485.5,9.497,404.1,124.3,220.0,124.0,217.0,
MUREV2025.0056,437.0,124.12,5.725,135.28,1.4,485.3,9.497,404.1,124.2,220.0,124.0,217.0,
MUREV2025.0056,437.0,124.72,5.731,135.219,1.45,487.7,9.511,404.7,124.8,220.0,124.6,217.0,
MUREV2025.0056,437.0,126.0,5.757,135.223,1.5,492.7,9.554,406.6,126.2,220.0,125.8,217.0,
MUREV2025.0056,436.5,127.68,5.796,135.105,1.55,499.2,9.626,409.6,127.8,220.0,127.5,216.5,
MUREV2025.0056,436.0,130.04,5.856,134.989,1.6,508.5,9.734,414.2,130.2,219.5,129.9,216.5,
MUREV2025.0056,435.5,132.24,5.929,134.874,1.65,517.1,9.864,419.7,132.3,219.5,132.2,216.0,
MUREV2025.0056,435.0,134.52,6.007,134.698,1.7,526.0,10.008,425.9,134.6,219.0,134.4,216.0,
MUREV2025.0056,434.5,137.08,6.091,134.459,1.75,536.0,10.166,432.6,137.2,219.0,137.0,215.5,
MUREV2025.0056,433.5,139.68,6.184,134.22,1.8,546.1,10.339,440.0,139.8,218.5,139.5,215.0,
MUREV2025.0056,433.0,142.88,6.294,134.001,1.85,558.7,10.541,448.5,143.0,218.5,142.7,214.5,
MUREV2025.0056,432.0,145.6,6.403,133.756,1.9,569.3,10.742,457.1,145.7,218.0,145.5,214.0,
MUREV2025.0056,431.0,148.76,6.515,133.504,1.95,581.7,10.951,466.0,149.0,217.5,148.6,213.5,
MUREV2025.0056,430.5,151.6,6.635,133.327,2.0,592.8,11.167,475.2,151.8,217.5,151.4,213.0,
MUREV2025.0056,429.5,154.48,6.758,133.148,2.05,604.0,11.39,484.7,154.6,217.0,154.3,212.5,
MUREV2025.0056,429.5,156.92,6.872,133.039,2.1,613.6,11.592,493.3,157.1,217.0,156.7,212.5,
MUREV2025.0056,429.0,159.44,6.994,132.997,2.15,623.4,11.801,502.2,159.6,217.0,159.3,212.0,
MUREV2025.0056,429.0,161.64,7.102,132.942,2.2,632.0,11.988,510.1,161.9,217.0,161.4,212.0,
MUREV2025.0056,428.5,164.0,7.21,132.882,2.25,641.2,12.175,518.1,164.2,217.0,163.8,211.5,
MUREV2025.0056,428.5,166.56,7.314,132.76,2.3,651.2,12.362,526.1,166.8,217.0,166.3,211.5,
MUREV2025.0056,428.0,169.72,7.43,132.638,2.35,663.6,12.571,534.9,169.9,216.5,169.5,211.5,
MUREV2025.0056,427.5,172.96,7.559,132.58,2.4,676.3,12.794,544.4,173.2,216.5,172.7,211.0,
MUREV2025.0056,427.5,176.08,7.684,132.459,2.45,688.5,13.018,553.9,176.2,216.5,175.9,211.0,
MUREV2025.0056,427.0,179.16,7.816,132.401,2.5,700.5,13.248,563.7,179.3,216.5,179.0,210.5,
MUREV2025.0056,427.0,181.6,7.944,132.404,2.55,710.1,13.464,572.9,181.8,216.5,181.4,210.5,
MUREV2025.0056,427.0,184.24,8.072,132.406,2.6,720.4,13.68,582.1,184.5,216.5,184.0,210.5,
MUREV2025.0056,427.0,186.64,8.191,132.407,2.65,729.8,13.882,590.7,186.8,216.5,186.5,210.5,
MUREV2025.0056,427.0,189.12,8.305,132.407,2.7,739.5,14.076,599.0,189.3,216.5,189.0,210.5,
MUREV2025.0056,427.0,191.88,8.424,132.407,2.75,750.3,14.278,607.6,192.1,216.5,191.7,210.5,
MUREV2025.0056,427.0,194.68,8.547,132.408,2.8,761.2,14.486,616.4,194.8,216.5,194.6,210.5,
MUREV2025.0056,427.0,197.48,8.667,132.346,2.85,772.1,14.695,625.3,197.6,216.5,197.4,210.5,
MUREV2025.0056,426.5,200.28,8.79,132.346,2.9,783.1,14.904,634.2,200.5,216.5,200.1,210.0,
MUREV2025.0056,426.5,202.8,8.913,132.347,2.95,792.9,15.113,643.1,203.0,216.5,202.6,210.0,
MUREV2025.0056,427.0,205.76,9.032,132.285,3.0,804.5,15.322,652.0,205.9,217.0,205.6,210.0,
MUREV2025.0056,427.0,208.56,9.159,132.286,3.05,815.5,15.538,661.2,208.8,217.0,208.3,210.0,
MUREV2025.0056,426.5,211.04,9.278,132.285,3.1,825.2,15.739,669.8,211.2,217.0,210.9,209.5,
MUREV2025.0056,426.5,213.84,9.397,132.223,3.15,836.1,15.948,678.6,214.1,217.0,213.6,209.5,
MUREV2025.0056,426.5,216.6,9.52,132.223,3.2,846.9,16.157,687.5,216.9,217.0,216.3,209.5,
MUREV2025.0056,426.5,219.32,9.643,132.223,3.25,857.5,16.366,696.4,219.6,217.0,219.0,209.5,
MUREV2025.0056,426.5,221.8,9.762,132.223,3.3,867.2,16.567,705.0,222.1,217.0,221.5,209.5,
MUREV2025.0056,426.5,224.6,9.885,132.223,3.35,878.2,16.776,713.9,224.9,217.0,224.3,209.5,
MUREV2025.0056,426.5,227.2,10.003,132.223,3.4,888.4,16.978,722.5,227.4,217.0,227.0,209.5,
MUREV2025.0056,426.5,229.6,10.122,132.222,3.45,897.7,17.179,731.0,229.9,217.0,229.3,209.5,
MUREV2025.0056,426.5,232.24,10.237,132.221,3.5,908.1,17.374,739.3,232.6,217.0,231.8,209.5,
MUREV2025.0056,426.5,235.24,10.355,132.158,3.55,919.8,17.582,748.2,235.5,217.0,235.0,209.5,
MUREV2025.0056,426.5,238.12,10.477,132.096,3.6,931.0,17.798,757.4,238.3,217.0,237.9,209.5,
MUREV2025.0056,426.0,240.88,10.6,132.097,3.65,941.8,18.007,766.3,241.0,216.5,240.8,209.5,
MUREV2025.0056,426.0,243.52,10.718,132.034,3.7,952.2,18.216,775.2,243.7,216.5,243.4,209.5,
MUREV2025.0056,426.0,246.16,10.841,132.034,3.75,962.5,18.425,784.0,246.3,216.5,246.0,209.5,
MUREV2025.0056,425.5,248.6,10.954,131.971,3.8,972.0,18.626,792.6,248.8,216.0,248.4,209.5,
MUREV2025.0056,425.5,251.2,11.067,131.907,3.85,982.2,18.828,801.2,251.4,216.0,251.0,209.5,
MUREV2025.0056,425.0,253.68,11.176,131.844,3.9,991.9,19.022,809.5,253.8,215.5,253.5,209.5,
MUREV2025.0056,425.0,256.08,11.281,131.779,3.95,1001.3,19.21,817.4,256.2,215.5,255.9,209.5,
MUREV2025.0056,424.5,258.88,11.393,131.716,4.0,1012.2,19.411,826.0,259.0,215.0,258.7,209.5,
MUREV2025.0056,424.5,261.88,11.505,131.591,4.05,1024.0,19.62,834.9,262.0,215.0,261.8,209.5,
MUREV2025.0056,424.0,264.64,11.616,131.466,4.1,1034.7,19.829,843.8,264.8,214.5,264.5,209.5,
MUREV2025.0056,423.5,267.4,11.737,131.404,4.15,1045.5,20.045,853.0,267.5,214.0,267.3,209.5,
MUREV2025.0056,423.5,270.04,11.848,131.278,4.2,1055.9,20.254,861.9,270.2,214.0,269.9,209.5,
MUREV2025.0056,423.0,272.76,11.961,131.216,4.25,1066.5,20.455,870.4,272.9,213.5,272.6,209.5,
MUREV2025.0056,423.0,275.36,12.083,131.216,4.3,1076.7,20.664,879.3,275.4,213.5,275.3,209.5,
MUREV2025.0056,423.0,277.92,12.196,131.172,4.35,1086.7,20.866,887.9,277.9,213.5,277.9,209.5,
MUREV2025.0056,423.0,280.36,12.304,131.102,4.4,1096.2,21.06,896.2,280.5,213.0,280.2,210.0,
MUREV2025.0056,423.0,282.68,12.416,131.088,4.45,1105.3,21.254,904.4,282.9,213.0,282.5,210.0,
MUREV2025.0056,422.5,285.44,12.523,131.024,4.5,1116.1,21.449,912.7,285.6,212.5,285.3,210.0,
MUREV2025.0056,422.5,288.4,12.633,130.899,4.55,1127.6,21.658,921.6,288.5,212.5,288.3,210.0,
MUREV2025.0056,422.0,291.16,12.749,130.837,4.6,1138.4,21.866,930.5,291.3,212.0,291.0,210.0,
MUREV2025.0056,422.0,293.92,12.864,130.774,4.65,1149.2,22.075,939.4,294.1,212.0,293.8,210.0,
MUREV2025.0056,421.5,296.72,12.974,130.649,4.7,1160.2,22.284,948.3,296.8,211.5,296.6,210.0,
MUREV2025.0056,421.0,299.48,13.093,130.587,4.75,1171.0,22.5,957.4,299.5,211.0,299.4,210.0,
MUREV2025.0056,421.0,302.12,13.204,130.525,4.8,1181.3,22.702,966.0,302.2,211.0,302.1,210.0,
MUREV2025.0056,421.0,304.6,13.319,130.462,4.85,1191.0,22.91,974.9,304.6,211.0,304.6,210.0,
MUREV2025.0056,420.5,307.12,13.434,130.48,4.9,1200.8,23.105,983.2,307.2,210.5,307.0,210.0,
MUREV2025.0056,421.0,309.56,13.54,130.41,4.95,1210.4,23.299,991.5,309.6,210.5,309.5,210.5,
