Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0053,288.5,122.44,3.736,89.438,1.3,478.7,9.374,398.9,122.6,143.5,122.3,145.0,
MUREV2025.0053,289.0,122.76,3.736,89.376,1.35,480.0,9.382,399.2,122.9,144.0,122.6,145.0,
MUREV2025.0053,288.5,123.84,3.751,89.38,1.4,484.2,9.418,400.8,123.9,144.0,123.8,144.5,
MUREV2025.0053,288.5,125.32,3.769,89.273,1.45,490.0,9.475,403.2,125.4,144.0,125.2,144.5,
MUREV2025.0053,288.0,127.24,3.801,89.214,1.5,497.5,9.562,406.9,127.4,144.0,127.1,144.0,
MUREV2025.0053,288.0,129.2,3.839,89.103,1.55,505.2,9.67,411.5,129.3,144.0,129.1,144.0,
MUREV2025.0053,287.0,132.0,3.891,88.985,1.6,516.1,9.814,417.6,132.1,143.5,131.9,143.5,
MUREV2025.0053,286.5,135.08,3.955,88.865,1.65,528.2,9.986,425.0,135.2,143.5,135.0,143.0,
MUREV2025.0053,286.0,137.84,4.021,88.691,1.7,539.0,10.174,432.9,138.0,143.5,137.7,142.5,
MUREV2025.0053,286.0,140.76,4.095,88.579,1.75,550.4,10.375,441.5,140.9,143.5,140.6,142.5,
MUREV2025.0053,285.5,143.64,4.17,88.467,1.8,561.6,10.577,450.1,143.8,143.5,143.5,142.0,
MUREV2025.0053,285.5,146.68,4.253,88.43,1.85,573.5,10.793,459.3,146.9,143.5,146.5,142.0,
MUREV2025.0053,285.0,149.16,4.332,88.373,1.9,583.2,11.002,468.2,149.4,143.5,149.0,141.5,
MUREV2025.0053,285.0,151.92,4.412,88.311,1.95,594.0,11.21,477.0,152.2,143.5,151.7,141.5,
MUREV2025.0053,284.5,154.36,4.488,88.256,2.0,603.5,11.412,485.6,154.6,143.5,154.2,141.0,
MUREV2025.0053,284.5,156.92,4.565,88.212,2.05,613.6,11.614,494.2,157.1,143.5,156.7,141.0,
MUREV2025.0053,284.0,158.96,4.633,88.162,2.1,621.5,11.794,501.9,159.2,143.5,158.7,140.5,
MUREV2025.0053,284.0,161.84,4.709,88.091,2.15,632.8,11.995,510.4,162.1,143.5,161.6,140.5,
MUREV2025.0053,284.0,164.6,4.781,87.974,2.2,643.6,12.197,519.0,164.9,143.5,164.3,140.5,
MUREV2025.0053,283.0,168.0,4.859,87.849,2.25,656.9,12.413,528.2,168.3,143.0,167.7,140.0,
MUREV2025.0053,283.0,171.24,4.946,87.797,2.3,669.5,12.643,538.0,171.4,143.0,171.0,140.0,
MUREV2025.0053,282.5,174.12,5.029,87.672,2.35,680.8,12.874,547.8,174.3,143.0,173.9,139.5,
MUREV2025.0053,282.5,176.96,5.113,87.604,2.4,691.9,13.097,557.3,177.1,143.0,176.8,139.5,
MUREV2025.0053,282.5,179.68,5.193,87.544,2.45,702.5,13.313,566.5,179.8,143.0,179.5,139.5,
MUREV2025.0053,282.0,182.32,5.278,87.546,2.5,712.9,13.529,575.7,182.6,143.0,182.1,139.0,
MUREV2025.0053,282.0,184.48,5.351,87.496,2.55,721.3,13.723,584.0,184.8,143.0,184.2,139.0,
MUREV2025.0053,282.0,187.12,5.43,87.505,2.6,731.6,13.925,592.5,187.4,143.0,186.8,139.0,
MUREV2025.0053,282.0,189.76,5.506,87.505,2.65,742.0,14.119,600.8,190.2,143.0,189.4,139.0,
MUREV2025.0053,282.0,192.72,5.583,87.443,2.7,753.5,14.328,609.7,193.0,143.0,192.4,139.0,
MUREV2025.0053,281.5,195.48,5.666,87.431,2.75,764.3,14.544,618.9,195.7,143.0,195.3,138.5,
MUREV2025.0053,281.5,198.32,5.744,87.373,2.8,775.4,14.753,627.8,198.6,143.0,198.1,138.5,
MUREV2025.0053,281.5,201.0,5.825,87.37,2.85,785.9,14.962,636.7,201.2,143.0,200.8,138.5,
MUREV2025.0053,281.5,203.84,5.904,87.299,2.9,797.0,15.178,645.9,204.0,143.0,203.7,138.5,
MUREV2025.0053,281.5,206.4,5.983,87.299,2.95,807.0,15.379,654.4,206.6,143.0,206.2,138.5,
MUREV2025.0053,281.0,209.04,6.06,87.236,3.0,817.3,15.588,663.3,209.1,143.0,209.0,138.0,
MUREV2025.0053,281.0,211.76,6.141,87.236,3.05,828.0,15.797,672.2,211.9,143.0,211.6,138.0,
MUREV2025.0053,281.0,214.72,6.218,87.174,3.1,839.6,16.006,681.1,215.0,143.0,214.5,138.0,
