Time,Car.DigitalInput.MSS.PDOC.Pin,Car.DigitalInput.MSS.BMS.Pin,Car.DigitalInput.MSS.BSPD.Pin,Car.DigitalInput.MSS.IMD.Pin,Car.Data.Driver.ThrottlePressure,Car.Data.Motor.MotorRPM,Car.AnalogInput.BMS.CellTempASensor,Car.AnalogInput.BMS.CellTempBSensor,Car.AnalogInput.BMS.CellTempCSensor,Car.Data.Battery.PackSOC,Car.Data.PDM.LVBatteryVoltage,Car.Data.Battery.BMSInternalTemp,Car.Data.Inverter.InverterTemp,Car.Data.Motor.MotorTemp,Car.Data.Inverter.InverterLock,Car.Data.Driver.SteeringAngle,Car.Data.Driver.FrontBrakePressure,Car.Data.Driver.RearBrakePressure,Car.Data.Driver.ThrottleDifference,Car.Data.Battery.HotSpotTemp,Car.Data.Battery.PackInstantaneousVoltage,Car.Data.Battery.PackOpenVoltage,Car.Data.Battery.PackCurrent,Car.Data.Battery.PackDCL,Car.Data.Battery.PackCCL,Car.Data.Battery.PackResistance,Car.Data.Battery.HighCellVoltage,Car.Data.Battery.LowCellVoltage,Car.Data.Battery.InputSupplyVoltage,Car.Data.Battery.CurrentLimitsStatus,Car.Data.Battery.HighCellVoltageID,Car.Data.Battery.LowCellVoltageID,Car.Data.Battery.BatteryPower,Car.Data.PDM.CoolingFanCurrent,Car.Data.PDM.CoolingPumpCurrent,Car.Data.PDM.FanState,Car.Data.PDM.PumpState,Car.Data.Inverter.InverterRelay.Relay2,Car.Data.Inverter.PhaseA,Car.Data.Inverter.PhaseB,Car.Data.Inverter.PhaseC,Car.Data.Inverter.InverterDCCurrent,Car.Data.Inverter.InverterDCVoltage,Car.Data.Inverter.InverterFault.Byte0,Car.Data.Inverter.InverterFault.Byte1,Car.Data.Inverter.InverterFault.Byte2,Car.Data.Inverter.InverterFault.Byte3,Car.Data.Inverter.InverterFault.Byte4,Car.Data.Inverter.InverterFault.Byte5,Car.Data.Inverter.InverterFault.Byte6,Car.Data.Inverter.InverterFault.Byte7,Car.Data.Inverter.InverterCMDTorque,Car.Data.Inverter.InverterFDBTorque,Car.DigitalInput.WheelSpeed.WheelSpeedFrontLeft,Car.DigitalInput.WheelSpeed.WheelSpeedFrontRight,Car.Data.Inverter.InverterCalculatedTorque
1484.41,0,0,0,0,13,2166,1.7454,0.00289548,1.76024,78,0,22,29,34,0,-2,0,0,0.9,32,4304,4330,50,175,26,609,39918,39684,107,1024,101,73,215200,0,0,0,0,1,0,182,0,47,4356,0,0,0,0,0,0,0,0,120,-106,0,0,12
1484.42,0,0,0,0,13,2187,1.7457,0.00298376,1.76052,78,0,22,29,34,0,-2,0,0,0.8,32,4303,4330,51,175,26,609,39918,39684,107,1024,101,73,219453,0,0,0,0,1,185,0,0,56,4344,0,0,0,0,0,0,0,0,120,-115,0,0,12
1484.43,0,0,0,0,13,2209,1.746,0.00307205,1.76081,78,0,22,29,34,0,-2,0,0,0.7,32,4299,4330,61,175,26,609,39918,39684,107,1024,101,73,262239,0,0,0,0,1,0,32,142,59,4350,0,0,0,0,0,0,0,0,120,-128,0,0,12
1484.44,0,0,0,0,13,2209,1.74629,0.00316033,1.76109,78,0,22,29,34,0,-2,0,0,0.6,32,4299,4330,82,175,26,609,39918,39684,107,1024,101,73,352518,0,0,0,0,1,0,32,142,59,4339,0,0,0,0,0,0,0,0,120,-129,0,0,12
1484.45,0,0,0,0,13,2232,1.74659,0.00324862,1.76137,78,0,22,29,34,0,-2,0,0,0.5,32,4299,4330,82,175,26,609,39918,39684,107,1024,101,73,352518,0,0,0,0,1,181,20,0,63,4339,0,0,0,0,0,0,0,0,120,-129,0,0,12
1484.46,0,0,0,0,13,2240,1.74689,0.0033369,1.76165,78,0,22,29,34,0,-2,0,0,0.4,32,4292,4330,91,175,26,609,39918,39684,107,1024,101,73,390572,0,0,0,0,1,0,0,275,81,4335,0,0,0,0,0,0,0,0,120,-149,0,0,12
1484.47,0,0,0,0,13,2188,1.74719,0.00342519,1.76194,78,0,22,29,34,0,-2,0,0,0.3,32,4292,4332,51,175,26,609,39918,39684,107,1024,101,73,218892,0,0,0,0,1,156,284,0,131,4320,0,0,0,0,0,0,0,0,120,-260,0,0,12
1484.48,0,0,0,0,13,2101,1.74749,0.00351347,1.76222,78,0,22,29,34,0,-2,0,0,0.2,32,4292,4332,33,175,26,609,39918,39684,107,1024,101,73,141636,0,0,0,0,1,355,0,0,107,4324,0,0,0,0,0,0,0,0,120,-208,0,0,12
1484.49,0,0,0,0,13,2047,1.74778,0.00360176,1.7625,78,0,22,29,34,0,-2,0,0,0.1,32,4292,4332,33,175,26,609,39918,39684,107,1024,101,73,141636,0,0,0,0,1,114,0,17,51,4353,0,0,0,0,0,0,0,0,120,-91,0,0,12
1484.5,0,0,0,0,13,2047,1.74808,0.00369004,1.76278,78,0,22,29,34,0,-2,0,0,0,31,4283,4332,34,175,26,609,39721,39407,107,1024,101,98,145622,0,0,0,0,1,114,0,17,51,4350,0,0,0,0,0,0,0,0,120,-91,0,0,12
