Time,Car.DigitalInput.MSS.PDOC.Pin,Car.DigitalInput.MSS.BMS.Pin,Car.DigitalInput.MSS.BSPD.Pin,Car.DigitalInput.MSS.IMD.Pin,Car.Data.Driver.ThrottlePressure,Car.Data.Motor.MotorRPM,Car.AnalogInput.BMS.CellTempASensor,Car.AnalogInput.BMS.CellTempBSensor,Car.AnalogInput.BMS.CellTempCSensor,Car.Data.Battery.PackSOC,Car.Data.PDM.LVBatteryVoltage,Car.Data.Battery.BMSInternalTemp,Car.Data.Inverter.InverterTemp,Car.Data.Motor.MotorTemp,Car.Data.Inverter.InverterLock,Car.Data.Driver.SteeringAngle,Car.Data.Driver.FrontBrakePressure,Car.Data.Driver.RearBrakePressure,Car.Data.Driver.ThrottleDifference,Car.Data.Battery.HotSpotTemp,Car.Data.Battery.PackInstantaneousVoltage,Car.Data.Battery.PackOpenVoltage,Car.Data.Battery.PackCurrent,Car.Data.Battery.PackDCL,Car.Data.Battery.PackCCL,Car.Data.Battery.PackResistance,Car.Data.Battery.HighCellVoltage,Car.Data.Battery.LowCellVoltage,Car.Data.Battery.InputSupplyVoltage,Car.Data.Battery.CurrentLimitsStatus,Car.Data.Battery.HighCellVoltageID,Car.Data.Battery.LowCellVoltageID,Car.Data.Battery.BatteryPower,Car.Data.PDM.CoolingFanCurrent,Car.Data.PDM.CoolingPumpCurrent,Car.Data.PDM.FanState,Car.Data.PDM.PumpState,Car.Data.Inverter.InverterRelay.Relay2,Car.Data.Inverter.PhaseA,Car.Data.Inverter.PhaseB,Car.Data.Inverter.PhaseC,Car.Data.Inverter.InverterDCCurrent,Car.Data.Inverter.InverterDCVoltage,Car.Data.Inverter.InverterFault.Byte0,Car.Data.Inverter.InverterFault.Byte1,Car.Data.Inverter.InverterFault.Byte2,Car.Data.Inverter.InverterFault.Byte3,Car.Data.Inverter.InverterFault.Byte4,Car.Data.Inverter.InverterFault.Byte5,Car.Data.Inverter.InverterFault.Byte6,Car.Data.Inverter.InverterFault.Byte7,Car.Data.Inverter.InverterCMDTorque,Car.Data.Inverter.InverterFDBTorque,Car.DigitalInput.WheelSpeed.WheelSpeedFrontLeft,Car.DigitalInput.WheelSpeed.WheelSpeedFrontRight,Car.Data.Inverter.InverterCalculatedTorque
2529.22,0,0,0,0,11,490,1.65105,0.00321894,1.66325,61,0,24,24,27,0,-2,0,0,3,40,4168,4176,14,171,35,711,38622,38471,106,2,68,98,58352,0,0,0,0,1,245,0,27,21,4219,0,0,0,0,0,0,0,0,159,-169,0,0,16
2529.23,0,0,0,0,11,490,1.65011,0.00323189,1.66246,61,0,24,24,27,0,-2,0,0,3,40,4166,4176,19,171,35,711,38622,38471,106,2,68,98,79154,0,0,0,0,1,245,0,27,21,4219,0,0,0,0,0,0,0,0,159,-157,0,0,16
2529.24,0,0,0,0,11,494,1.64917,0.00324484,1.66168,61,0,24,24,27,0,-2,0,0,3,40,4166,4176,14,171,35,711,38622,38471,106,2,68,98,58324,0,0,0,0,1,243,0,0,20,4223,0,0,0,0,0,0,0,0,159,-157,0,0,16
2529.25,0,0,0,0,11,503,1.64823,0.00325779,1.66089,61,0,24,24,27,0,-2,0,0,3,40,4166,4176,14,171,35,711,38622,38471,106,2,68,98,58324,0,0,0,0,1,262,0,26,22,4221,0,0,0,0,0,0,0,0,159,-174,0,0,16
2529.26,0,0,0,0,11,508,1.64729,0.00327074,1.66011,61,0,24,24,27,0,-2,0,0,3,40,4167,4176,16,171,35,711,38622,38471,106,2,68,98,66672,0,0,0,0,1,239,0,49,21,4216,0,0,0,0,0,0,0,0,159,-153,0,0,16
2529.27,0,0,0,0,11,519,1.64635,0.00328369,1.65932,61,0,24,24,27,0,-2,0,0,3,40,4167,4176,19,171,35,711,38622,38471,106,2,68,98,79173,0,0,0,0,1,96,0,155,21,4223,0,0,0,0,0,0,0,0,159,-139,0,0,16
2529.28,0,0,0,0,11,529,1.64541,0.00329664,1.65853,61,0,24,24,27,0,-2,0,0,3,40,4166,4176,18,171,35,711,38622,38471,106,2,68,98,74988,0,0,0,0,1,0,0,244,19,4214,0,0,0,0,0,0,0,0,159,-142,0,0,16
2529.29,0,0,0,0,11,529,1.64447,0.00330959,1.65775,61,0,24,24,27,0,-2,0,0,3,40,4166,4176,18,171,35,711,38622,38471,106,2,68,98,74988,0,0,0,0,1,0,0,244,19,4214,0,0,0,0,0,0,0,0,159,-171,0,0,16
2529.3,0,0,0,0,11,541,1.64353,0.00332254,1.65696,61,0,24,24,27,0,-2,0,0,3,41,4167,4176,18,171,35,711,38619,38456,105,2,65,98,75006,0,0,0,0,1,0,0,287,23,4225,0,0,0,0,0,0,0,0,159,-171,0,0,16
2529.31,0,0,0,0,11,545,1.64365,0.00330439,1.65703,61,0,24,24,27,0,-2,0,0,3,41,4167,4176,18,171,35,711,38619,38456,105,2,65,98,75006,0,0,0,0,1,0,15,284,22,4223,0,0,0,0,0,0,0,0,159,-170,0,0,16
