Time,Car.DigitalInput.MSS.PDOC.Pin,Car.DigitalInput.MSS.BMS.Pin,Car.DigitalInput.MSS.BSPD.Pin,Car.DigitalInput.MSS.IMD.Pin,Car.Data.Driver.ThrottlePressure,Car.Data.Motor.MotorRPM,Car.AnalogInput.BMS.CellTempASensor,Car.AnalogInput.BMS.CellTempBSensor,Car.AnalogInput.BMS.CellTempCSensor,Car.Data.Battery.PackSOC,Car.Data.PDM.LVBatteryVoltage,Car.Data.Battery.BMSInternalTemp,Car.Data.Inverter.InverterTemp,Car.Data.Motor.MotorTemp,Car.Data.Inverter.InverterLock,Car.Data.Driver.SteeringAngle,Car.Data.Driver.FrontBrakePressure,Car.Data.Driver.RearBrakePressure,Car.Data.Driver.ThrottleDifference,Car.Data.Battery.HotSpotTemp,Car.Data.Battery.PackInstantaneousVoltage,Car.Data.Battery.PackOpenVoltage,Car.Data.Battery.PackCurrent,Car.Data.Battery.PackDCL,Car.Data.Battery.PackCCL,Car.Data.Battery.PackResistance,Car.Data.Battery.HighCellVoltage,Car.Data.Battery.LowCellVoltage,Car.Data.Battery.InputSupplyVoltage,Car.Data.Battery.CurrentLimitsStatus,Car.Data.Battery.HighCellVoltageID,Car.Data.Battery.LowCellVoltageID,Car.Data.Battery.BatteryPower,Car.Data.PDM.CoolingFanCurrent,Car.Data.PDM.CoolingPumpCurrent,Car.Data.PDM.FanState,Car.Data.PDM.PumpState,Car.Data.Inverter.InverterRelay.Relay2,Car.Data.Inverter.PhaseA,Car.Data.Inverter.PhaseB,Car.Data.Inverter.PhaseC,Car.Data.Inverter.InverterDCCurrent,Car.Data.Inverter.InverterDCVoltage,Car.Data.Inverter.InverterFault.Byte0,Car.Data.Inverter.InverterFault.Byte1,Car.Data.Inverter.InverterFault.Byte2,Car.Data.Inverter.InverterFault.Byte3,Car.Data.Inverter.InverterFault.Byte4,Car.Data.Inverter.InverterFault.Byte5,Car.Data.Inverter.InverterFault.Byte6,Car.Data.Inverter.InverterFault.Byte7,Car.Data.Inverter.InverterCMDTorque,Car.Data.Inverter.InverterFDBTorque,Car.DigitalInput.WheelSpeed.WheelSpeedFrontLeft,Car.DigitalInput.WheelSpeed.WheelSpeedFrontRight,Car.Data.Inverter.InverterCalculatedTorque
599.42,0,0,0,0,85,799,1.64395,0.00626907,1.65101,48,0,27,29,31,0,-2,0,0,1,41,3992,4043,89,168,35,570,37087,36783,115,2,65,98,355288,0,0,0,0,1,0,787,0,97,4038,0,0,0,0,0,0,0,0,560,-472,0,0,57
599.43,0,0,0,0,85,779,1.64406,0.0063237,1.65033,48,0,27,29,31,0,-2,0,0,1,41,3992,4043,83,168,35,570,37087,36783,115,2,65,98,331336,0,0,0,0,1,473,0,604,141,4029,0,0,0,0,0,0,0,0,560,-619,0,0,57
599.44,0,0,0,0,86,800,1.64417,0.00637833,1.64965,48,0,27,29,31,0,-2,0,0,1,41,3992,4043,83,168,35,570,37087,36783,115,2,65,98,331336,0,0,0,0,1,166,593,0,101,4033,0,0,0,0,0,0,0,0,570,-488,0,0,57
599.45,0,0,0,0,87,783,1.64428,0.00643296,1.64898,48,0,27,29,31,0,-2,0,0,1,41,3994,4043,84,168,35,570,37087,36783,115,2,65,98,335496,0,0,0,0,1,0,0,1108,147,4020,0,0,0,0,0,0,0,0,570,-663,0,0,58
599.46,0,0,0,0,87,804,1.64439,0.00648759,1.6483,48,0,27,29,31,0,-2,0,0,1,41,3989,4043,119,168,35,570,37087,36783,115,2,65,98,474691,0,0,0,0,1,859,0,0,112,4033,0,0,0,0,0,0,0,0,580,-517,0,0,58
599.47,0,0,0,0,88,804,1.6445,0.00654222,1.64762,48,0,27,29,31,0,-2,0,0,1,41,3989,4043,103,168,35,570,37087,36783,115,2,65,98,410867,0,0,0,0,1,859,0,0,112,4033,0,0,0,0,0,0,0,0,580,-517,0,0,59
599.48,0,0,0,0,88,784,1.64461,0.00659684,1.64695,48,0,27,29,31,0,-2,0,0,1,41,3989,4043,103,168,35,570,37087,36783,115,2,65,98,410867,0,0,0,0,1,0,789,284,141,4022,0,0,0,0,0,0,0,0,580,-640,0,0,59
599.49,0,0,0,0,89,803,1.64472,0.00665147,1.64627,48,0,27,29,31,0,-2,0,0,1,41,3989,4043,114,168,35,570,37087,36783,115,2,65,98,454746,0,0,0,0,1,590,0,273,114,4035,0,0,0,0,0,0,0,0,590,-495,0,0,59
599.5,0,0,0,0,89,783,1.64483,0.0067061,1.64559,48,0,27,29,31,0,-2,0,0,1,41,3980,4043,79,168,35,570,37010,36660,115,2,87,98,314420,0,0,0,0,1,0,1033,0,139,4027,0,0,0,0,0,0,0,0,590,-632,0,0,59
599.51,0,0,0,0,90,798,1.64469,0.00674224,1.64614,48,0,27,29,31,0,-2,0,0,1,41,3980,4043,110,168,35,570,37010,36660,115,2,87,98,437800,0,0,0,0,1,0,0,941,124,4018,0,0,0,0,0,0,0,0,590,-560,0,0,60
