Time,Car.DigitalInput.MSS.PDOC.Pin,Car.DigitalInput.MSS.BMS.Pin,Car.DigitalInput.MSS.BSPD.Pin,Car.DigitalInput.MSS.IMD.Pin,Car.Data.Driver.ThrottlePressure,Car.Data.Motor.MotorRPM,Car.AnalogInput.BMS.CellTempASensor,Car.AnalogInput.BMS.CellTempBSensor,Car.AnalogInput.BMS.CellTempCSensor,Car.Data.Battery.PackSOC,Car.Data.PDM.LVBatteryVoltage,Car.Data.Battery.BMSInternalTemp,Car.Data.Inverter.InverterTemp,Car.Data.Motor.MotorTemp,Car.Data.Inverter.InverterLock,Car.Data.Driver.SteeringAngle,Car.Data.Driver.FrontBrakePressure,Car.Data.Driver.RearBrakePressure,Car.Data.Driver.ThrottleDifference,Car.Data.Battery.HotSpotTemp,Car.Data.Battery.PackInstantaneousVoltage,Car.Data.Battery.PackOpenVoltage,Car.Data.Battery.PackCurrent,Car.Data.Battery.PackDCL,Car.Data.Battery.PackCCL,Car.Data.Battery.PackResistance,Car.Data.Battery.HighCellVoltage,Car.Data.Battery.LowCellVoltage,Car.Data.Battery.InputSupplyVoltage,Car.Data.Battery.CurrentLimitsStatus,Car.Data.Battery.HighCellVoltageID,Car.Data.Battery.LowCellVoltageID,Car.Data.Battery.BatteryPower,Car.Data.PDM.CoolingFanCurrent,Car.Data.PDM.CoolingPumpCurrent,Car.Data.PDM.FanState,Car.Data.PDM.PumpState,Car.Data.Inverter.InverterRelay.Relay2,Car.Data.Inverter.PhaseA,Car.Data.Inverter.PhaseB,Car.Data.Inverter.PhaseC,Car.Data.Inverter.InverterDCCurrent,Car.Data.Inverter.InverterDCVoltage,Car.Data.Inverter.InverterFault.Byte0,Car.Data.Inverter.InverterFault.Byte1,Car.Data.Inverter.InverterFault.Byte2,Car.Data.Inverter.InverterFault.Byte3,Car.Data.Inverter.InverterFault.Byte4,Car.Data.Inverter.InverterFault.Byte5,Car.Data.Inverter.InverterFault.Byte6,Car.Data.Inverter.InverterFault.Byte7,Car.Data.Inverter.InverterCMDTorque,Car.Data.Inverter.InverterFDBTorque,Car.DigitalInput.WheelSpeed.WheelSpeedFrontLeft,Car.DigitalInput.WheelSpeed.WheelSpeedFrontRight,Car.Data.Inverter.InverterCalculatedTorque
2405.41,0,0,0,0,0,0,1.54525,0.00674544,1.54651,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3887,0,0,0,0,0,0,0,0,0,1,0,0,0
2405.42,0,0,0,0,0,0,1.54501,0.00670682,1.54641,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3887,0,0,0,0,0,0,0,0,0,-4,0,0,0
2405.43,0,0,0,0,0,0,1.54476,0.00666819,1.54632,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3882,0,0,0,0,0,0,0,0,0,4,0,0,0
2405.44,0,0,0,0,0,0,1.54451,0.00662956,1.54622,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3882,0,0,0,0,0,0,0,0,0,-5,0,0,0
2405.45,0,0,0,0,0,0,1.54427,0.00659094,1.54613,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3878,0,0,0,0,0,0,0,0,0,-5,0,0,0
2405.46,0,0,0,0,0,0,1.54402,0.00655231,1.54603,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3880,0,0,0,0,0,0,0,0,0,-1,0,0,0
2405.47,0,0,0,0,0,0,1.54377,0.00651368,1.54593,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,13,10,19,0,3887,0,0,0,0,0,0,0,0,0,0,0,0,0
2405.48,0,0,0,0,0,0,1.54352,0.00647506,1.54584,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,0,0,0,0,3891,0,0,0,0,0,0,0,0,0,4,0,0,0
2405.49,0,0,0,0,0,0,1.54328,0.00643643,1.54574,40,0,29,23,27,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35366,108,2,82,98,0,0,0,0,0,1,1,5,0,0,3874,0,0,0,0,0,0,0,0,0,-2,0,0,0
2405.5,0,0,0,0,0,0,1.54303,0.00639781,1.54565,40,0,29,23,28,0,-2,0,0,1,55,3829,3829,0,131,35,711,35501,35365,108,2,82,98,0,0,0,0,0,1,1,5,0,0,3874,0,0,0,0,0,0,0,0,0,-7,0,0,0
