Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0028,142.5,756.52,11.249,43.506,1.3,2958.0,58.025,2469.1,759.0,97.5,754.1,45.0,
MUREV2025.0028,142.5,755.8,11.252,43.562,1.35,2955.2,57.967,2466.7,758.2,98.0,753.4,44.5,
MUREV2025.0028,142.5,756.0,11.229,43.5,1.4,2956.0,57.931,2465.2,758.4,98.5,753.6,44.0,
MUREV2025.0028,142.5,756.52,11.226,43.498,1.45,2958.0,57.917,2464.6,759.0,98.5,754.0,44.0,
MUREV2025.0028,142.0,757.6,11.2,43.38,1.5,2962.2,57.938,2465.5,760.2,98.5,755.0,43.5,
MUREV2025.0028,141.5,759.6,11.182,43.262,1.55,2970.0,58.003,2468.2,762.0,98.5,757.2,43.0,
MUREV2025.0028,141.0,761.88,11.157,43.089,1.6,2979.0,58.104,2472.5,764.2,98.5,759.5,42.5,
MUREV2025.0028,140.5,764.76,11.141,42.921,1.65,2990.2,58.248,2478.6,767.2,98.0,762.3,42.5,
MUREV2025.0028,140.0,768.48,11.131,42.746,1.7,3004.8,58.435,2486.6,770.7,97.5,766.2,42.5,
MUREV2025.0028,139.5,771.8,11.144,42.642,1.75,3017.7,58.644,2495.5,774.1,97.0,769.5,42.5,
MUREV2025.0028,139.0,775.52,11.144,42.473,1.8,3032.3,58.882,2505.6,777.6,96.5,773.4,42.5,
MUREV2025.0028,138.5,778.96,11.178,42.425,1.85,3045.7,59.126,2516.0,780.9,96.0,777.0,42.5,
MUREV2025.0028,138.5,781.68,11.209,42.378,1.9,3056.4,59.357,2525.8,783.5,96.0,779.8,42.5,
MUREV2025.0028,138.5,784.2,11.253,42.39,1.95,3066.2,59.573,2535.0,785.9,96.0,782.5,42.5,
MUREV2025.0028,138.5,786.2,11.293,42.399,2.0,3074.0,59.774,2543.6,787.9,96.0,784.5,42.5,
MUREV2025.0028,139.0,787.52,11.344,42.471,2.05,3079.2,59.94,2550.6,789.3,96.0,785.8,43.0,
MUREV2025.0028,139.0,789.32,11.406,42.595,2.1,3086.2,60.091,2557.1,791.1,96.0,787.5,43.0,
MUREV2025.0028,139.5,791.04,11.451,42.656,2.15,3093.0,60.242,2563.5,793.0,96.5,789.1,43.0,
MUREV2025.0028,139.5,792.84,11.494,42.714,2.2,3100.0,60.386,2569.6,794.8,96.5,790.9,43.0,
MUREV2025.0028,139.5,795.52,11.527,42.718,2.25,3110.5,60.552,2576.7,797.4,96.5,793.6,43.0,
MUREV2025.0028,139.0,798.36,11.563,42.725,2.3,3121.6,60.732,2584.3,800.2,96.5,796.6,42.5,
MUREV2025.0028,139.0,801.48,11.585,42.667,2.35,3133.8,60.934,2592.9,803.3,96.5,799.7,42.5,
MUREV2025.0028,139.0,804.88,11.628,42.667,2.4,3147.1,61.157,2602.4,806.9,96.5,802.9,42.5,
MUREV2025.0028,139.0,807.76,11.654,42.613,2.45,3158.3,61.373,2611.6,809.8,96.5,805.8,42.5,
MUREV2025.0028,139.0,810.76,11.697,42.616,2.5,3170.1,61.596,2621.1,813.0,96.5,808.6,42.5,
MUREV2025.0028,139.0,813.72,11.726,42.561,2.55,3181.6,61.826,2630.9,816.1,96.5,811.4,42.5,
MUREV2025.0028,139.0,816.28,11.769,42.568,2.6,3191.7,62.042,2640.1,818.6,96.5,813.9,42.5,
MUREV2025.0028,139.0,818.48,11.806,42.57,2.65,3200.3,62.237,2648.4,820.8,96.5,816.2,42.5,
MUREV2025.0028,139.0,820.88,11.841,42.564,2.7,3209.6,62.431,2656.7,823.2,96.5,818.6,42.5,
MUREV2025.0028,139.0,822.76,11.893,42.627,2.75,3217.0,62.611,2664.3,825.0,97.0,820.5,42.0,
MUREV2025.0028,139.0,824.52,11.922,42.622,2.8,3223.9,62.77,2671.1,826.7,97.0,822.3,42.0,
MUREV2025.0028,139.5,826.68,11.971,42.683,2.85,3232.3,62.935,2678.1,828.8,97.5,824.6,42.0,
MUREV2025.0028,139.0,829.0,12.002,42.679,2.9,3241.4,63.108,2685.5,831.1,97.5,826.9,41.5,
MUREV2025.0028,139.0,831.28,12.016,42.618,2.95,3250.3,63.274,2692.5,833.2,97.5,829.4,41.5,
MUREV2025.0028,139.0,834.44,12.055,42.623,3.0,3262.7,63.468,2700.8,836.2,97.5,832.6,41.5,
MUREV2025.0028,138.5,837.48,12.077,42.563,3.05,3274.5,63.677,2709.7,839.1,97.5,835.8,41.0,
MUREV2025.0028,138.5,840.52,12.101,42.503,3.1,3286.4,63.893,2718.9,842.0,97.5,839.0,41.0,
MUREV2025.0028,138.5,843.88,12.127,42.439,3.15,3299.6,64.123,2728.7,845.4,97.5,842.4,41.0,
MUREV2025.0028,138.5,847.28,12.154,42.378,3.2,3312.9,64.361,2738.8,848.6,97.5,845.9,41.0,
MUREV2025.0028,138.5,850.2,12.2,42.381,3.25,3324.3,64.598,2748.9,851.4,97.5,849.0,41.0,
MUREV2025.0028,138.5,853.04,12.225,42.322,3.3,3335.4,64.822,2758.4,854.5,97.5,851.6,41.0,
MUREV2025.0028,138.0,855.64,12.287,42.392,3.35,3345.6,65.045,2767.9,857.1,97.5,854.2,40.5,
MUREV2025.0028,138.0,857.88,12.327,42.396,3.4,3354.3,65.246,2776.5,859.2,97.5,856.6,40.5,
MUREV2025.0028,138.0,859.8,12.36,42.388,3.45,3361.8,65.434,2784.4,861.3,97.5,858.3,40.5,
MUREV2025.0028,138.5,861.96,12.41,42.449,3.5,3370.3,65.606,2791.8,863.5,98.0,860.4,40.5,
MUREV2025.0028,138.5,864.08,12.443,42.45,3.55,3378.6,65.779,2799.1,865.7,98.0,862.5,40.5,
MUREV2025.0028,138.5,866.4,12.476,42.448,3.6,3387.6,65.959,2806.8,868.1,98.5,864.7,40.0,
MUREV2025.0028,138.5,869.08,12.51,42.446,3.65,3398.1,66.139,2814.4,870.8,98.5,867.4,40.0,
MUREV2025.0028,138.5,871.96,12.545,42.44,3.7,3409.4,66.334,2822.7,873.7,98.5,870.2,40.0,
MUREV2025.0028,138.5,874.8,12.567,42.38,3.75,3420.5,66.542,2831.6,876.6,98.5,873.0,40.0,
