Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0036,380.5,453.28,17.955,116.299,1.25,1772.3,34.646,1474.3,454.2,199.0,452.4,181.5,
MUREV2025.0036,380.667,450.807,17.945,116.424,1.3,1762.7,34.59,1471.9,450.9,199.7,450.7,181.0,
MUREV2025.0036,381.5,449.04,17.926,116.522,1.35,1755.7,34.524,1469.1,450.4,200.5,447.7,181.0,
MUREV2025.0036,381.5,447.4,17.886,116.577,1.4,1749.3,34.43,1465.1,447.9,201.0,446.9,180.5,
MUREV2025.0036,381.5,447.96,17.85,116.512,1.45,1751.5,34.38,1463.0,448.1,201.5,447.8,180.0,
MUREV2025.0036,380.5,450.64,17.851,116.394,1.5,1762.0,34.416,1464.5,452.1,201.5,449.2,179.0,
MUREV2025.0036,380.5,454.52,17.878,116.16,1.55,1777.2,34.538,1469.7,454.6,202.0,454.5,178.5,
MUREV2025.0036,379.4,459.368,17.966,115.96,1.6,1796.1,34.767,1479.5,460.2,202.0,458.5,177.4,
MUREV2025.0036,378.9,462.312,18.052,115.835,1.65,1807.6,34.972,1488.2,463.3,202.1,461.3,176.8,
MUREV2025.0036,378.6,463.808,18.139,115.811,1.7,1813.5,35.148,1495.6,464.0,202.6,463.6,176.0,
MUREV2025.0036,379.0,464.264,18.204,115.816,1.75,1815.3,35.273,1501.0,465.6,203.1,463.0,175.9,
MUREV2025.0036,379.0,465.016,18.269,115.876,1.8,1818.2,35.381,1505.6,465.6,203.6,464.4,175.4,
MUREV2025.0036,378.9,466.968,18.328,115.869,1.85,1825.8,35.497,1510.5,467.4,204.0,466.5,174.9,
MUREV2025.0036,378.4,470.2,18.391,115.737,1.9,1838.5,35.659,1517.4,471.4,204.0,469.0,174.4,
MUREV2025.0036,378.0,474.288,18.48,115.614,1.95,1854.5,35.87,1526.4,474.5,204.1,474.0,173.9,
MUREV2025.0036,377.9,478.56,18.595,115.518,2.0,1871.2,36.124,1537.2,479.4,204.5,477.7,173.4,
MUREV2025.0036,377.5,481.792,18.719,115.482,2.05,1883.8,36.374,1547.9,482.7,204.6,480.9,172.9,
MUREV2025.0036,377.6,483.392,18.828,115.503,2.1,1890.1,36.58,1556.6,483.6,205.1,483.2,172.5,
MUREV2025.0036,377.9,484.368,18.922,115.568,2.15,1893.9,36.742,1563.5,485.7,205.5,483.0,172.4,
MUREV2025.0036,377.6,485.552,19.003,115.618,2.2,1898.5,36.884,1569.5,486.1,205.6,485.0,172.0,
MUREV2025.0036,378.0,487.592,19.077,115.618,2.25,1906.5,37.028,1575.7,488.3,206.1,486.9,171.9,
MUREV2025.0036,377.9,490.92,19.167,115.596,2.3,1919.5,37.21,1583.4,492.2,206.5,489.7,171.4,
MUREV2025.0036,377.4,494.84,19.263,115.491,2.35,1934.8,37.43,1592.8,495.3,206.5,494.4,170.9,
