Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0032,277.0,464.2,13.464,84.555,1.25,1815.0,35.734,1520.6,464.2,139.0,464.2,138.0,
MUREV2025.0032,276.5,464.6,13.432,84.489,1.3,1816.6,35.676,1518.1,464.7,139.0,464.5,137.5,
MUREV2025.0032,276.0,466.88,13.418,84.369,1.35,1825.5,35.69,1518.7,466.7,138.5,467.0,137.5,
MUREV2025.0032,275.5,469.44,13.43,84.255,1.4,1835.5,35.77,1522.1,469.5,138.5,469.4,137.0,
MUREV2025.0032,275.5,471.4,13.45,84.142,1.45,1843.2,35.87,1526.4,471.3,138.5,471.5,137.0,
MUREV2025.0032,275.0,472.2,13.474,84.09,1.5,1846.3,35.957,1530.1,472.2,138.0,472.2,137.0,
MUREV2025.0032,274.5,472.52,13.492,84.035,1.55,1847.6,36.029,1533.1,472.6,138.0,472.5,136.5,
MUREV2025.0032,274.5,473.32,13.517,84.041,1.6,1850.7,36.094,1535.9,473.2,138.0,473.4,136.5,
MUREV2025.0032,274.5,474.84,13.538,83.986,1.65,1856.6,36.173,1539.3,474.9,138.0,474.8,136.5,
MUREV2025.0032,274.5,477.68,13.566,83.86,1.7,1867.7,36.302,1544.8,477.6,138.0,477.8,136.5,
MUREV2025.0032,273.5,481.56,13.614,83.742,1.75,1882.9,36.482,1552.4,481.5,137.5,481.6,136.0,
MUREV2025.0032,273.5,485.56,13.675,83.586,1.8,1898.5,36.713,1562.3,485.7,137.5,485.4,136.0,
MUREV2025.0032,272.5,489.28,13.76,83.55,1.85,1913.1,36.958,1572.7,489.3,137.0,489.3,135.5,
MUREV2025.0032,272.5,491.68,13.835,83.502,1.9,1922.5,37.181,1582.2,492.0,137.0,491.4,135.5,
MUREV2025.0032,272.5,493.48,13.909,83.512,1.95,1929.5,37.375,1590.4,493.8,137.0,493.2,135.5,
MUREV2025.0032,273.0,494.48,13.979,83.579,2.0,1933.4,37.534,1597.2,494.7,137.5,494.2,135.5,
MUREV2025.0032,273.0,495.76,14.039,83.631,2.05,1938.4,37.67,1603.0,496.1,137.5,495.4,135.5,
MUREV2025.0032,273.0,497.68,14.091,83.637,2.1,1945.9,37.807,1608.8,497.9,137.5,497.4,135.5,
MUREV2025.0032,273.0,500.2,14.139,83.573,2.15,1955.8,37.966,1615.6,500.5,137.5,499.9,135.5,
MUREV2025.0032,273.0,503.92,14.203,83.51,2.2,1970.3,38.167,1624.1,504.0,137.5,503.8,135.5,
MUREV2025.0032,272.5,507.8,14.271,83.406,2.25,1985.5,38.398,1633.9,507.9,137.5,507.7,135.0,
MUREV2025.0032,272.5,511.04,14.352,83.361,2.3,1998.2,38.635,1644.1,511.1,137.5,511.0,135.0,
MUREV2025.0032,272.0,513.76,14.439,83.368,2.35,2008.8,38.866,1653.9,513.8,137.5,513.7,134.5,
MUREV2025.0032,272.0,515.56,14.511,83.371,2.4,2015.8,39.06,1662.1,515.6,137.5,515.5,134.5,
MUREV2025.0032,272.5,516.84,14.584,83.433,2.45,2020.8,39.226,1669.2,516.9,138.0,516.8,134.5,
MUREV2025.0032,272.5,518.48,14.65,83.493,2.5,2027.3,39.377,1675.6,518.6,138.0,518.3,134.5,
MUREV2025.0032,272.5,520.6,14.709,83.491,2.55,2035.5,39.535,1682.4,520.8,138.0,520.4,134.5,
MUREV2025.0032,273.0,523.32,14.771,83.491,2.6,2046.2,39.701,1689.4,523.5,138.5,523.1,134.5,
MUREV2025.0032,272.5,526.68,14.835,83.431,2.65,2059.3,39.902,1698.0,526.8,138.5,526.6,134.0,
MUREV2025.0032,272.0,530.12,14.908,83.373,2.7,2072.8,40.126,1707.5,530.2,138.5,530.1,133.5,
MUREV2025.0032,272.0,533.64,14.984,83.304,2.75,2086.5,40.363,1717.6,533.7,138.5,533.6,133.5,
MUREV2025.0032,272.0,536.4,15.059,83.251,2.8,2097.3,40.594,1727.4,536.2,138.5,536.6,133.5,
MUREV2025.0032,272.0,538.48,15.147,83.323,2.85,2105.5,40.795,1736.0,538.3,138.5,538.6,133.5,
MUREV2025.0032,272.0,540.2,15.217,83.322,2.9,2112.2,40.982,1743.9,540.1,139.0,540.3,133.0,
MUREV2025.0032,272.5,541.8,15.286,83.381,2.95,2118.4,41.141,1750.7,541.8,139.0,541.8,133.5,
MUREV2025.0032,272.5,543.88,15.356,83.44,3.0,2126.6,41.299,1757.4,543.9,139.0,543.8,133.5,
MUREV2025.0032,272.0,546.6,15.411,83.377,3.05,2137.2,41.479,1765.1,546.9,139.0,546.3,133.0,
MUREV2025.0032,272.0,549.72,15.484,83.377,3.1,2149.4,41.674,1773.4,550.0,139.0,549.4,133.0,
MUREV2025.0032,272.0,553.08,15.553,83.318,3.15,2162.5,41.89,1782.5,553.4,139.0,552.7,133.0,
MUREV2025.0032,272.0,556.32,15.627,83.259,3.2,2175.2,42.12,1792.3,556.7,139.0,555.9,133.0,
