Run Name,Axle Torque (Nm),Axle Speed (rpm),Power (kW),TqC (Nm),Time (sec),Tailshaft Speed (rpm),Speed (km/h),Tacho [Rat] (rpm),Speed L (rpm),Tq L (Nm),Speed R (rpm),Axle Tq R (Nm),Comments
MUREV2025.0037,402.1,467.968,19.638,122.849,1.34,1829.8,35.872,1526.5,468.7,204.5,467.2,197.6,
MUREV2025.0037,401.2,471.496,19.649,122.671,1.39,1843.5,35.945,1529.6,472.3,204.5,470.7,196.7,
MUREV2025.0037,400.6,473.808,19.678,122.495,1.44,1852.6,36.05,1534.1,474.6,204.5,473.0,196.1,
MUREV2025.0037,400.5,473.656,19.713,122.483,1.49,1852.0,36.118,1536.9,474.4,204.9,472.9,195.6,
MUREV2025.0037,400.9,471.824,19.725,122.576,1.54,1844.8,36.112,1536.7,472.6,205.4,471.0,195.5,
MUREV2025.0037,401.0,470.376,19.706,122.585,1.59,1839.2,36.073,1535.0,471.3,205.9,469.5,195.1,
MUREV2025.0037,401.0,471.048,19.701,122.584,1.64,1841.8,36.065,1534.7,471.9,206.0,470.2,195.0,
MUREV2025.0037,400.2,474.192,19.711,122.393,1.69,1854.1,36.14,1537.9,474.9,206.0,473.5,194.2,
MUREV2025.0037,399.6,479.624,19.775,122.162,1.74,1875.3,36.325,1545.8,480.4,206.0,478.8,193.6,
MUREV2025.0037,398.7,485.28,19.886,121.937,1.79,1897.4,36.598,1557.3,486.0,205.6,484.5,193.1,
MUREV2025.0037,398.1,488.832,20.004,121.761,1.84,1911.3,36.868,1568.9,489.6,205.5,488.1,192.6,
MUREV2025.0037,398.0,489.824,20.122,121.788,1.89,1915.2,37.077,1577.8,490.7,205.9,489.0,192.1,
MUREV2025.0037,398.4,489.024,20.203,121.904,1.94,1912.1,37.191,1582.6,489.6,206.4,488.4,192.0,
MUREV2025.0037,398.5,488.704,20.262,122.028,1.99,1910.8,37.261,1585.6,489.5,206.9,487.9,191.6,
MUREV2025.0037,398.9,490.248,20.314,122.052,2.04,1916.9,37.349,1589.3,491.1,207.4,489.4,191.5,
MUREV2025.0037,398.2,494.064,20.38,121.959,2.09,1931.8,37.5,1595.8,494.8,207.5,493.3,190.7,
MUREV2025.0037,398.0,499.272,20.481,121.798,2.14,1952.2,37.735,1605.8,500.1,207.9,498.4,190.1,
MUREV2025.0037,397.6,503.912,20.601,121.627,2.19,1970.3,38.01,1617.5,504.6,208.0,503.2,189.6,
MUREV2025.0037,397.5,507.008,20.731,121.553,2.24,1982.4,38.274,1628.7,507.7,208.4,506.3,189.1,
MUREV2025.0037,397.5,507.944,20.848,121.597,2.29,1986.1,38.475,1637.3,508.8,208.9,507.1,188.6,
MUREV2025.0037,397.5,507.976,20.94,121.707,2.34,1986.2,38.611,1643.0,508.8,209.4,507.1,188.1,
MUREV2025.0037,397.9,508.76,21.01,121.777,2.39,1989.3,38.716,1647.5,509.6,209.9,507.9,188.0,
MUREV2025.0037,398.0,511.104,21.085,121.788,2.44,1998.4,38.851,1653.2,512.0,210.4,510.3,187.6,
MUREV2025.0037,397.6,515.0,21.168,121.692,2.49,2013.7,39.036,1661.1,515.8,210.9,514.2,186.7,
MUREV2025.0037,397.1,519.456,21.278,121.575,2.54,2031.1,39.276,1671.3,520.2,211.0,518.7,186.1,
MUREV2025.0037,397.0,523.4,21.406,121.51,2.59,2046.5,39.534,1682.3,524.2,211.4,522.6,185.6,
MUREV2025.0037,397.0,525.632,21.53,121.504,2.64,2055.2,39.764,1692.1,526.4,211.9,524.8,185.1,
MUREV2025.0037,397.0,526.832,21.638,121.554,2.69,2059.9,39.947,1699.9,527.8,212.4,525.9,184.6,
MUREV2025.0037,397.4,527.584,21.726,121.613,2.74,2062.9,40.091,1706.0,528.4,213.3,526.7,184.1,
MUREV2025.0037,397.5,529.0,21.799,121.62,2.79,2068.4,40.222,1711.6,529.8,213.9,528.2,183.6,
MUREV2025.0037,397.5,531.688,21.884,121.618,2.84,2078.9,40.38,1718.3,532.5,214.4,530.9,183.1,
MUREV2025.0037,396.7,535.544,21.975,121.521,2.89,2094.0,40.581,1726.8,536.3,214.5,534.8,182.2,
MUREV2025.0037,396.5,539.752,22.086,121.403,2.94,2110.4,40.824,1737.2,540.6,214.9,538.9,181.6,
MUREV2025.0037,396.5,543.16,22.206,121.335,2.99,2123.8,41.07,1747.7,544.1,215.4,542.2,181.1,
MUREV2025.0037,396.5,545.112,22.321,121.325,3.04,2131.4,41.286,1756.9,546.1,215.9,544.1,180.6,
